Response,Income,Recency,NumCatalogPurchases,cluster_em,cluster_em_probability
0,26751.0,26,0,0,0.986876320115372
1,81300.0,17,3,1,1.0
0,70337.0,75,2,0,0.7375883135696201
1,36145.0,13,1,1,1.0
0,65295.0,19,3,2,0.6927680720415991
0,68118.0,51,9,2,1.0
0,68743.0,81,5,2,0.9999768463251975
0,41039.0,32,1,0,0.9768181651931144
0,38946.0,84,1,0,0.9779438268467766
0,65777.0,87,8,2,1.0
0,66476.0,99,2,0,0.8115637121921726
1,86857.0,96,6,1,1.0
0,160803.0,21,28,2,1.0
0,77845.0,40,5,2,0.9999659250803389
0,69476.0,3,6,2,0.9999999988506424
1,50611.0,98,5,1,1.0
0,61209.0,73,3,2,0.6299424836247822
0,42315.0,90,4,2,0.9996133001958927
0,13084.0,29,0,0,0.9783763692331326
1,47570.0,3,2,1,1.0
0,61923.0,94,1,0,0.8659242343210559
0,34824.0,65,0,0,0.9806206886975563
1,26518.0,33,0,1,1.0
0,45938.0,46,4,2,0.9996036061068986
0,78468.0,29,7,2,0.9999999999995328
0,78901.0,99,3,2,0.7495846019755941
0,71427.0,26,2,0,0.723808330171353
0,71022.0,30,2,0,0.7317837608061449
1,90247.0,27,4,1,1.0
0,41335.0,24,1,0,0.9767677285923265
0,71952.0,93,4,2,0.9857097918773675
0,35682.0,34,1,0,0.9763335228246888
0,43185.0,88,3,2,0.8442535692523631
0,66375.0,96,4,2,0.9885500164257107
1,35178.0,10,1,1,1.0
0,25252.0,26,0,0,0.9868782979487075
0,55250.0,49,5,2,0.9999988315119602
0,33249.0,11,1,0,0.9737863119745863
0,58398.0,44,4,2,0.9970977680562113
0,50272.0,75,1,0,0.96385327920704
0,76618.0,64,2,0,0.5450144095970058
1,87305.0,19,3,1,1.0
0,25851.0,45,0,0,0.9863772734670442
0,58710.0,77,5,2,0.9999958851791708
0,45160.0,9,0,0,0.9646460228275272
0,74806.0,1,4,2,0.9933348469438735
0,59111.0,90,1,0,0.9081325419153514
0,18988.0,43,0,0,0.9846745895592672
0,72190.0,79,6,2,0.9999999898936613
1,7500.0,19,1,1,1.0
0,44794.0,99,0,0,0.9418837399464893
0,80395.0,62,5,2,0.999944022982271
0,75012.0,41,8,2,1.0
0,56962.0,60,3,2,0.6827536365873322
0,89891.0,17,6,2,0.99999995674428
0,35946.0,24,0,0,0.9824627886136185
0,53593.0,60,2,0,0.8949091489172681
0,66373.0,57,2,0,0.8117742914993096
0,45072.0,74,1,0,0.9736866815771651
0,89694.0,22,3,2,0.9248659535010706
1,72025.0,46,8,1,1.0
0,67432.0,69,5,2,0.9999841811440406
0,70545.0,29,1,0,0.6739232893622481
0,17487.0,37,0,0,0.9836593488037617
0,62882.0,26,5,2,0.9999963603875903
0,64108.0,8,9,2,1.0
0,34941.0,26,0,0,0.9832932922769577
0,48767.0,79,1,0,0.9673917946188697
0,38702.0,71,0,0,0.9734977151684214
0,82224.0,83,9,2,1.0
0,83844.0,57,4,2,0.9898718646453659
0,17003.0,37,0,0,0.9832559772262854
0,71163.0,30,8,2,1.0
0,33697.0,34,0,0,0.9838100795152547
1,63564.0,0,10,1,1.0
0,83443.0,89,10,2,1.0
0,51518.0,92,2,0,0.9067250925661111
0,58330.0,87,4,2,0.9949576965615232
1,80952.0,20,5,1,1.0
0,75507.0,56,6,2,0.9999999882998911
0,63855.0,28,3,2,0.6849293564293292
1,62220.0,55,6,1,1.0
0,58512.0,25,4,2,0.9976835110260677
0,40662.0,0,1,0,0.9770593135523032
0,38829.0,86,2,0,0.8637970007092448
0,35523.0,8,0,0,0.9840846131430139
0,79146.0,33,1,2,0.7680698427244218
0,78285.0,13,4,2,0.9921077360656506
1,31626.0,12,1,1,1.0
0,75127.0,92,11,2,1.0
0,48726.0,90,2,0,0.9059617544196811
0,74985.0,8,6,2,0.9999999959133563
0,67430.0,6,5,2,0.9999942960154189
0,46891.0,91,1,0,0.9707667758485589
0,62058.0,52,1,0,0.8839552875004951
0,72063.0,3,2,0,0.7177737414669126
0,78939.0,57,5,2,0.9999528872460988
1,42720.0,9,3,1,1.0
0,33622.0,22,0,0,0.9846115293499449
0,6835.0,76,0,0,0.965139368885847
0,41452.0,86,0,0,0.9630019375623006
0,40760.0,64,1,0,0.977030762112268
0,74250.0,90,11,2,1.0
0,51124.0,79,0,0,0.877276173631594
0,72258.0,28,9,2,1.0
0,71466.0,86,4,2,0.9868907757692975
0,36283.0,42,0,0,0.9806035136457503
0,20587.0,39,1,0,0.9390081938629342
0,30467.0,8,0,0,0.9868925027259204
0,31590.0,40,0,0,0.9848862367534283
0,20425.0,5,0,0,0.9859308521828407
0,17144.0,96,0,0,0.9837168465324846
1,42564.0,28,8,1,1.0
0,43783.0,22,1,0,0.97569450731094
0,40780.0,30,1,0,0.9768858319339438
0,62847.0,45,6,2,0.9999999994318161
1,82017.0,58,4,1,1.0
0,16813.0,49,0,0,0.9831124901534232
0,51267.0,37,3,2,0.792654784604942
0,46524.0,70,1,0,0.9718057467097089
0,45183.0,33,1,0,0.9743429775581625
0,70421.0,98,3,2,0.6229263717224608
0,60161.0,17,4,2,0.9974253934218509
0,73926.0,54,5,2,0.999971606542576
0,19329.0,39,0,0,0.9848984714664867
0,61872.0,81,4,2,0.9932587294555121
0,46984.0,71,0,0,0.9344776735035305
0,34838.0,62,1,0,0.9768973750563029
0,82716.0,8,8,2,1.0
1,48192.0,76,8,1,1.0
0,49681.0,66,1,0,0.9658798936213165
0,56850.0,83,1,0,0.9312417487092427
0,55267.0,28,4,2,0.9984576266940585
0,59666.0,87,2,0,0.879775733614701
0,72504.0,43,9,2,1.0
0,26872.0,0,1,0,0.9607750602807203
1,21359.0,1,0,1,1.0
0,73170.0,1,4,2,0.9937362702250864
0,52750.0,72,7,2,0.9999999999999996
0,91820.0,72,5,2,0.9999106588083849
0,65968.0,12,4,2,0.9956009956009868
0,30772.0,89,0,0,0.9831502842355393
0,22507.0,67,2,2,0.5811857513574576
0,65685.0,54,2,0,0.8209940908443517
0,25804.0,34,0,0,0.9866746226204204
1,76412.0,15,4,1,1.0
0,22063.0,43,0,0,0.985991067551242
1,57091.0,0,3,1,1.0
0,22419.0,74,2,2,0.5672605735623955
1,87771.0,61,10,1,1.0
0,78353.0,51,2,2,0.5158366461380648
0,93404.0,97,4,2,0.9933038479395483
0,37859.0,75,0,0,0.9748829231653766
0,80995.0,83,9,2,1.0
0,16529.0,23,0,0,0.9828245645496645
0,55412.0,65,0,0,0.7879585242505549
0,48789.0,94,4,2,0.9985697877393694
0,56575.0,42,3,2,0.715908805894165
0,25130.0,10,0,0,0.9873084701749051
0,35441.0,94,0,0,0.977587014387885
0,71391.0,50,5,2,0.9999801097518358
0,49494.0,46,1,0,0.9674326769386851
0,81702.0,98,7,2,0.9999999999945408
0,45889.0,42,0,0,0.9523248566200513
0,56628.0,30,6,2,0.9999999999306384
0,34026.0,11,1,0,0.9745363594906347
0,40049.0,61,2,0,0.8547016194914715
0,34176.0,12,0,0,0.984855098177595
0,19419.0,76,0,0,0.9847871221274229
0,82504.0,2,6,2,0.9999999866938387
1,81205.0,43,6,1,1.0
0,61618.0,27,6,2,0.9999999997290829
0,55284.0,60,5,2,0.9999985450423854
0,49980.0,79,1,0,0.9644246967714839
0,15072.0,96,1,0,0.9159706599773196
0,49166.0,17,3,2,0.8483185853333081
0,65324.0,0,2,0,0.8271792737881861
0,82347.0,38,7,2,0.9999999999985425
0,30843.0,43,1,0,0.972623477595525
1,46374.0,1,1,1,1.0
0,60474.0,25,2,0,0.8654472214580534
0,38576.0,2,0,0,0.9813305285731071
0,55357.0,66,2,0,0.8931445066237741
0,37758.0,49,0,0,0.9777811531093814
0,85710.0,5,9,2,1.0
0,23228.0,71,0,0,0.9857978856819655
0,44602.0,35,1,0,0.9748179088596626
0,7500.0,94,0,0,0.968974794645578
0,38683.0,80,1,0,0.9779056978483478
0,49514.0,61,1,0,0.9665430425572568
0,57906.0,29,2,0,0.8776756911191171
0,43456.0,0,1,0,0.9763655333462518
0,19485.0,80,0,0,0.9848131837766224
0,53172.0,54,3,2,0.7391469034083189
0,30545.0,71,0,0,0.9840592185602313
0,70123.0,27,7,2,0.9999999999999556
0,62450.0,61,5,2,0.9999938141037115
0,21675.0,55,0,0,0.9857195719639283
0,42395.0,35,1,0,0.9762873789456817
0,61346.0,34,7,2,0.9999999999999969
0,80812.0,95,8,2,1.0
0,42835.0,64,6,2,0.9999999999984712
0,39922.0,30,0,0,0.9759283297891735
0,86424.0,12,9,2,1.0
0,17117.0,96,1,0,0.933861872093963
1,24762.0,16,1,1,1.0
0,35797.0,16,0,0,0.9832352656295602
0,36627.0,78,0,0,0.9769337347847253
0,51111.0,83,0,0,0.8743104784708058
1,86857.0,96,6,1,1.0
0,82072.0,67,2,2,0.6847446956709589
0,46231.0,87,1,0,0.9719245777741589
0,42243.0,34,0,0,0.9695498617819233
0,51195.0,46,2,0,0.8918432663198603
0,68092.0,7,6,2,0.9999999990947049
0,31814.0,73,0,0,0.983092866373617
0,51390.0,54,2,0,0.894453192366662
0,76630.0,93,10,2,1.0
0,26868.0,52,0,0,0.9860802275965387
1,48948.0,53,10,1,1.0
0,55260.0,81,10,2,1.0
1,64090.0,8,9,1,1.0
0,78331.0,97,6,2,0.9999999573448675
0,37087.0,50,2,0,0.812427676232583
0,21846.0,38,0,0,0.9860034504630981
0,81320.0,61,3,2,0.8081146389568942
0,54137.0,46,1,0,0.9531186884826837
0,66825.0,73,5,2,0.9999845233778095
0,57100.0,19,3,2,0.7437195383721387
0,58917.0,10,1,0,0.9332529181347029
0,85072.0,94,4,2,0.9875249527019119
1,86429.0,10,4,1,1.0
0,45684.0,37,0,0,0.9549324849590628
0,47889.0,94,0,0,0.9150632547780118
0,45921.0,23,1,0,0.9739174192311346
0,78420.0,75,10,2,1.0
0,75114.0,40,10,2,1.0
1,52278.0,24,5,1,1.0
1,35641.0,11,1,1,1.0
1,95529.0,29,3,1,1.0
0,62820.0,51,4,2,0.9948718378114763
0,73113.0,86,4,2,0.9862609144503296
1,84169.0,9,6,1,1.0
0,42607.0,30,2,0,0.8537107735991516
0,74637.0,73,9,2,1.0
0,46015.0,25,0,0,0.9566532485658541
0,72354.0,67,10,2,1.0
1,39858.0,67,0,1,1.0
0,34469.0,58,1,0,0.9765621989008069
0,83033.0,82,4,2,0.9875146323970696
0,24401.0,98,1,0,0.966736585398387
0,77583.0,93,5,2,0.9999292981135153
0,74116.0,53,4,2,0.9897017102681237
0,74293.0,66,4,2,0.988343689375624
0,68397.0,6,9,2,1.0
0,79632.0,42,4,2,0.9901092700923164
0,46107.0,78,1,0,0.9722584622053477
0,64950.0,29,2,0,0.8297349964403542
0,25443.0,82,0,0,0.9855636966940726
0,75127.0,92,11,2,1.0
0,32892.0,78,0,0,0.9818891913216572
0,71796.0,54,3,2,0.6829536798967438
0,67536.0,45,5,2,0.999989172220857
0,55239.0,59,5,2,0.999998587044877
0,60554.0,8,4,2,0.9975757147805443
0,64831.0,51,3,2,0.6541838136153681
0,56067.0,51,4,2,0.9976519879648389
1,82025.0,76,2,1,1.0
1,94384.0,62,8,1,1.0
0,14906.0,86,1,0,0.9087785200107673
0,51563.0,60,4,2,0.9986413738301407
0,57937.0,56,4,2,0.9968003851113337
0,68274.0,83,2,0,0.7802609006023856
0,39771.0,92,0,0,0.9679015023213409
0,67893.0,31,2,0,0.7908614387363718
0,27922.0,80,0,0,0.9849975637491423
0,52190.0,39,1,0,0.9610240786637779
1,44051.0,20,1,1,1.0
0,42767.0,53,1,0,0.9759584563030518
0,46106.0,84,1,0,0.9721611701550233
0,16927.0,50,0,0,0.9832112466365754
1,59754.0,96,2,1,1.0
0,53700.0,94,5,2,0.9999979999252973
0,59041.0,25,0,0,0.7249740749955744
0,54237.0,48,2,0,0.8908036680259818
0,70647.0,65,7,2,0.9999999999998566
0,52597.0,69,3,2,0.7215434441215575
1,41021.0,12,0,1,1.0
0,40233.0,84,1,0,0.9775157928780956
0,50183.0,47,1,0,0.9658230493141986
0,54753.0,87,2,0,0.900151323146115
1,92955.0,35,7,1,1.0
0,33471.0,47,0,0,0.9831888280079748
1,34596.0,48,0,1,1.0
0,44010.0,46,2,0,0.8722899600214886
0,84219.0,27,4,2,0.9918260473406105
0,40706.0,37,0,0,0.9732343737016882
0,15716.0,8,0,0,0.9819584981530267
0,59052.0,29,1,0,0.9267322894962465
0,80573.0,85,6,2,0.9999999531121031
0,83715.0,2,8,2,1.0
0,82576.0,66,4,2,0.9887454084999989
0,56962.0,60,3,2,0.6827536365873322
0,35704.0,54,0,0,0.9803603582370943
0,53103.0,70,6,2,0.9999999999367779
0,46779.0,55,1,0,0.9718339232324571
0,4861.0,20,0,0,0.949450924506304
0,33462.0,78,0,0,0.9813088727736695
0,63693.0,63,6,2,0.9999999989335593
1,80763.0,17,11,1,1.0
0,65352.0,43,2,0,0.8250603354109161
0,82170.0,13,6,2,0.999999984585561
1,75759.0,46,7,1,1.0
0,79689.0,65,9,2,1.0
0,35340.0,1,0,0,0.9847412762382947
1,85683.0,6,4,1,1.0
0,24884.0,32,0,0,0.9866991410245143
0,42021.0,34,1,0,0.9764661306951149
0,64449.0,70,3,2,0.6280770247456956
0,64587.0,49,1,0,0.8398598958776158
0,34824.0,65,0,0,0.9806206886975563
0,75437.0,25,4,2,0.9916950737893262
0,26091.0,84,1,0,0.9685916897871906
0,52845.0,7,8,2,1.0
0,46086.0,34,1,0,0.9733782091306518
1,78028.0,38,4,1,1.0
1,95169.0,1,3,1,1.0
1,56337.0,25,5,1,1.0
0,22434.0,25,0,0,0.9864074834104206
0,36930.0,50,2,0,0.810253190902973
1,36130.0,46,8,1,1.0
0,65569.0,96,5,2,0.9999809733737011
0,83844.0,57,4,2,0.9898718646453659
0,19514.0,47,1,0,0.9340609591830842
0,36736.0,52,0,0,0.9791106055965858
0,77568.0,30,2,0,0.5310290089037426
0,49187.0,63,1,0,0.967175242939755
0,30168.0,51,1,0,0.972283922808695
0,34053.0,14,0,0,0.9848128324436847
0,38196.0,20,0,0,0.9800389915267258
0,59412.0,56,2,0,0.8754946029991548
0,70924.0,41,6,2,0.9999999964972566
0,54165.0,72,1,0,0.9496554545151205
0,32300.0,1,0,0,0.9865618634887806
0,20180.0,27,1,0,0.9327966961242706
0,34961.0,77,1,0,0.977560250448081
0,28440.0,87,0,0,0.9845804407030494
1,64504.0,81,3,1,1.0
0,33564.0,51,1,0,0.9757143274989432
0,17345.0,79,1,0,0.9288989625932437
0,56320.0,11,4,2,0.9985597378932383
1,28647.0,54,2,1,1.0
0,15038.0,93,1,0,0.9140319116661564
0,32173.0,0,0,0,0.98666971349418
0,68316.0,54,7,2,0.9999999999999469
1,74538.0,21,8,1,1.0
1,91700.0,58,6,1,1.0
0,68695.0,3,4,2,0.9950440365856451
0,31056.0,99,0,0,0.9825098909453869
0,79593.0,70,6,2,0.9999999696278727
0,28071.0,65,1,0,0.9702406128209701
0,37334.0,44,0,0,0.9789552633126782
0,46423.0,6,0,0,0.9600409009708851
1,37126.0,9,2,1,1.0
0,47703.0,95,3,2,0.7527541806782778
0,61180.0,70,5,2,0.9999942202244997
0,38998.0,92,0,0,0.9701697314657244
0,8028.0,62,1,0,0.7351082289457621
0,76081.0,85,5,2,0.9999444331039523
1,34728.0,2,1,1,1.0
0,33168.0,0,1,0,0.9733043651858677
0,33585.0,91,0,0,0.980384464353855
0,77037.0,3,7,2,0.9999999999998298
1,35196.0,68,1,1,1.0
0,44529.0,98,2,0,0.9017837916303104
0,70924.0,41,6,2,0.9999999964972566
0,28764.0,16,0,0,0.9869741122922858
0,69098.0,82,8,2,1.0
1,25959.0,1,2,1,1.0
0,27100.0,64,0,0,0.9856944602625228
0,70596.0,68,5,2,0.999976136754015
0,42557.0,98,1,0,0.9762416927753735
0,53312.0,32,1,0,0.9580742624420608
0,72228.0,87,7,2,0.9999999999995948
0,67605.0,84,8,2,1.0
0,62845.0,3,4,2,0.9970379914001954
0,65196.0,34,6,2,0.999999999194237
1,42000.0,23,2,1,1.0
0,35860.0,37,1,0,0.9764958895300005
0,65526.0,22,4,2,0.9952856462166773
0,16860.0,19,1,0,0.896892980664054
1,83528.0,7,10,1,1.0
0,64176.0,52,9,2,1.0
0,22304.0,91,0,0,0.9854911966647586
0,67023.0,93,7,2,0.9999999999998944
0,32892.0,78,0,0,0.9818891913216572
0,70713.0,23,6,2,0.9999999977022369
0,59925.0,83,2,0,0.8773900415213901
0,39722.0,92,0,0,0.9680534831020363
0,46610.0,4,1,0,0.9739631170218306
0,88347.0,32,7,2,0.9999999999956268
0,87171.0,27,7,2,0.9999999999968849
0,26907.0,10,0,0,0.9873865744890341
0,50014.0,9,1,0,0.9688705296870245
0,41014.0,65,0,0,0.9681121371806285
0,66294.0,68,3,2,0.6336432188683133
1,36715.0,16,2,1,1.0
1,79456.0,12,6,1,1.0
0,40479.0,95,0,0,0.9650976278137844
1,75345.0,16,8,1,1.0
0,54233.0,46,6,2,0.999999999950822
0,24163.0,3,0,0,0.9873455171799378
1,84460.0,80,9,1,1.0
0,43776.0,77,0,0,0.9543347595627133
1,71691.0,0,7,1,1.0
0,85844.0,62,6,2,0.9999999397884041
0,39190.0,91,1,0,0.9780442757900514
0,71367.0,24,5,2,0.9999866650162607
0,38578.0,2,0,0,0.9813278933871422
0,57236.0,22,1,0,0.9414189838039863
0,61825.0,56,2,0,0.8599379027269579
0,79803.0,54,3,2,0.786793053343171
0,80910.0,71,3,2,0.7979577874891337
0,27590.0,38,0,0,0.986394626484978
0,56775.0,62,8,2,1.0
1,83829.0,78,7,1,1.0
0,54210.0,18,1,0,0.9566121237956269
0,38508.0,95,2,0,0.8682931036483478
0,53187.0,66,1,0,0.9547267375569749
0,30023.0,28,0,0,0.9861485801211953
0,76045.0,78,5,2,0.9999500476398044
0,50870.0,13,0,0,0.9256568248792582
0,15315.0,27,0,0,0.9815095197805382
0,65463.0,17,2,0,0.82451905535557
0,66480.0,71,1,0,0.7716295839469487
0,76773.0,79,2,0,0.5304252492573227
1,81698.0,1,2,1,1.0
0,54466.0,78,0,0,0.799371412458591
0,98777.0,23,6,2,0.9999999097199009
0,16269.0,75,0,0,0.9828497060366487
0,71819.0,70,3,2,0.6680146368975572
1,33569.0,10,1,1,1.0
1,36262.0,24,5,1,1.0
0,22634.0,47,1,0,0.9519181261661002
0,47025.0,98,1,0,0.970399955851823
0,70566.0,4,5,2,0.9999911479934752
0,31605.0,15,1,0,0.9719975638430361
0,52034.0,67,2,0,0.8984070829033428
0,48526.0,32,1,0,0.9700527972850485
0,46734.0,40,1,0,0.9723863972174441
1,39552.0,54,2,1,1.0
0,86358.0,78,3,2,0.8825076550146891
0,46931.0,94,1,0,0.9706409736449217
0,16581.0,51,0,0,0.9829207638523852
1,63998.0,42,6,1,1.0
0,67381.0,67,2,0,0.7963353282864867
0,25930.0,87,0,0,0.9853818079749981
0,42693.0,29,0,0,0.969067819184604
0,85606.0,89,7,2,0.9999999999903092
1,72903.0,74,5,1,1.0
0,49669.0,97,1,0,0.964416396254716
0,36778.0,63,0,0,0.9780476636422568
1,85696.0,88,6,1,1.0
0,10979.0,34,0,0,0.9744050924666208
0,49678.0,81,2,0,0.903199827814965
0,56129.0,65,2,0,0.8907864098866153
0,37155.0,51,0,0,0.9785658736852143
0,21282.0,76,1,0,0.9521330545219274
0,33419.0,76,0,0,0.9814746955770836
0,63285.0,84,5,2,0.9999892673871523
0,21255.0,56,1,0,0.9472529748707362
1,42162.0,31,1,1,1.0
0,54450.0,0,2,0,0.879362959599336
0,57744.0,91,1,0,0.9219493957470513
1,26576.0,40,0,1,1.0
0,57513.0,59,3,2,0.6789478057709645
0,68142.0,96,4,2,0.9873406412543521
0,7500.0,61,0,0,0.9661301511889627
1,83145.0,14,9,1,1.0
0,54197.0,16,3,2,0.7820080762278389
0,23091.0,98,1,0,0.9632440794966121
1,46049.0,11,2,1,1.0
0,56715.0,52,3,2,0.6985477200054125
0,79410.0,19,2,2,0.5329308925889932
0,57304.0,61,6,2,0.9999999998198992
0,44375.0,73,1,0,0.9744781655468406
0,54450.0,0,2,0,0.879362959599336
0,59594.0,74,1,0,0.9075446692592872
0,80685.0,55,4,2,0.9891899027392116
0,40344.0,48,1,0,0.9770415789435731
0,62710.0,53,2,0,0.8524266970828158
0,48985.0,13,1,0,0.9703918094647562
0,35322.0,34,0,0,0.9823421769070342
0,77142.0,54,4,2,0.9891042329660451
0,81657.0,69,4,2,0.9882005476547878
0,14421.0,81,0,0,0.981208166676752
0,20130.0,99,0,0,0.9850473889503428
0,74214.0,3,2,0,0.6622422643865702
0,66726.0,61,2,0,0.8066357055842994
0,23724.0,65,0,0,0.9859288646959352
0,47353.0,93,2,0,0.9056408386155879
0,33444.0,24,0,0,0.9846125837410501
0,54386.0,8,2,0,0.8811041066848241
0,28510.0,72,0,0,0.9850247884662076
0,90638.0,29,4,2,0.9940179157673042
0,48070.0,33,2,0,0.8823907613999066
0,43140.0,68,1,0,0.9756373885808529
1,54959.0,55,5,1,1.0
0,15056.0,76,2,2,0.8454722031326501
0,26954.0,17,0,0,0.987153773814722
0,22327.0,94,0,0,0.9854719724603359
0,44393.0,86,0,0,0.9484132225996398
0,62000.0,25,6,2,0.9999999997129705
0,31497.0,22,1,0,0.9722225862056728
0,45894.0,15,0,0,0.9600211428175952
1,78579.0,35,6,1,1.0
1,67369.0,81,4,1,1.0
0,58401.0,55,2,0,0.880255760006944
0,62307.0,94,0,2,0.6069695497568409
0,43641.0,50,1,0,0.9753599532216518
0,63841.0,64,3,2,0.6368959066693579
0,46891.0,91,1,0,0.9707667758485589
0,70091.0,11,2,0,0.756610072414546
0,78075.0,72,5,2,0.9999456736775901
0,59184.0,6,6,2,0.9999999999161221
0,54809.0,0,1,0,0.9570133831918654
0,58113.0,66,2,0,0.8836828430172683
0,51412.0,42,2,0,0.8906561700260851
1,15287.0,60,1,1,1.0
0,66636.0,64,4,2,0.9918801196548476
0,50965.0,87,4,2,0.9981588577464301
0,84618.0,96,9,2,1.0
0,18351.0,1,0,0,0.9846070005925688
0,40451.0,54,1,0,0.9770546277436153
0,36317.0,53,0,0,0.9796243806548658
0,42213.0,96,1,0,0.9765017964950552
0,65748.0,58,4,2,0.9928725025257257
0,77044.0,12,11,2,1.0
0,74918.0,78,9,2,1.0
0,56721.0,64,1,0,0.9359523414855568
1,42160.0,26,1,1,1.0
0,61559.0,8,2,0,0.857735931892342
0,33629.0,49,1,0,0.9756701431945768
0,68682.0,56,9,2,1.0
0,34377.0,55,2,0,0.7748655658377694
0,8940.0,25,1,0,0.7123599747481721
0,26228.0,50,0,0,0.9862171124759151
0,77297.0,84,7,2,0.9999999999986036
0,40211.0,30,1,0,0.9769919641231599
0,33438.0,81,1,0,0.9771063884084034
0,75032.0,74,4,2,0.9872837655318294
0,61284.0,76,2,0,0.8668232262730288
1,22518.0,36,1,1,1.0
0,54730.0,64,1,0,0.9478863522437174
0,38452.0,62,0,0,0.9750860983879955
0,44421.0,53,0,0,0.9570760160940943
0,38197.0,86,0,0,0.9729306390667437
0,41986.0,15,0,0,0.9734148810197587
0,28427.0,67,0,0,0.9852198862841934
0,37395.0,47,0,0,0.978571974137703
0,64722.0,47,2,0,0.8323414818600087
0,55249.0,81,1,0,0.9425483371603791
0,84906.0,98,6,2,0.9999998959413401
0,28691.0,56,0,0,0.9855037771462494
0,44213.0,48,1,0,0.9749165026527846
0,25707.0,18,0,0,0.9871252165471124
0,59062.0,74,0,0,0.6208591332078681
0,76624.0,68,10,2,1.0
0,66000.0,36,3,2,0.6730471410104013
0,27683.0,90,2,0,0.6708571221653603
0,1730.0,65,0,0,0.9342867716866189
0,7500.0,63,2,2,0.9761914288481524
0,40521.0,82,1,0,0.9773563321131338
0,20427.0,63,0,0,0.9852397380031567
0,65106.0,55,3,2,0.6489410435282277
1,69969.0,64,2,1,1.0
0,67433.0,51,5,2,0.9999882409715374
1,77766.0,97,10,1,1.0
0,74716.0,92,3,2,0.6843524772274308
0,68118.0,51,9,2,1.0
1,55158.0,72,2,1,1.0
1,62972.0,39,4,1,1.0
0,74190.0,49,2,0,0.6389592695220535
0,39356.0,21,0,0,0.978090566492219
0,76653.0,91,7,2,0.9999999999985718
0,35860.0,37,1,0,0.9764958895300005
1,90687.0,98,2,1,1.0
0,73450.0,85,8,2,1.0
0,31454.0,40,0,0,0.984961638095394
1,47139.0,2,1,1,1.0
1,83829.0,78,7,1,1.0
1,53378.0,41,4,1,1.0
0,19656.0,94,1,0,0.9489025171696188
0,45579.0,10,1,0,0.9746885814272269
0,85485.0,73,6,2,0.9999999296256017
0,55956.0,22,3,2,0.7523343771468203
0,64191.0,30,3,2,0.6816585556966358
1,38808.0,21,1,1,1.0
0,57183.0,51,1,0,0.9354245402341067
0,23748.0,97,1,0,0.9649195486464271
0,66303.0,56,4,2,0.9927382467626855
0,37368.0,4,0,0,0.9826045714706771
0,40800.0,77,0,0,0.9668699218894249
0,71847.0,95,7,2,0.9999999999995471
0,46149.0,36,1,0,0.9732425732966864
1,78687.0,13,6,1,1.0
1,49118.0,90,7,1,1.0
0,37633.0,49,0,0,0.9779904533085545
0,39767.0,18,1,0,0.9770140788160551
0,26997.0,89,2,0,0.6470326070921792
0,33986.0,43,0,0,0.9829950227593212
1,57091.0,82,2,1,1.0
0,46831.0,84,2,0,0.9009446697194249
1,83151.0,80,7,1,1.0
0,52531.0,68,2,0,0.8983690537912159
0,15759.0,12,0,0,0.9820045409010093
0,22804.0,75,0,0,0.9857022730188773
0,43050.0,10,0,0,0.9714429808501397
0,42997.0,91,0,0,0.9550552989498561
0,48918.0,21,0,0,0.9394344700212879
0,60033.0,28,1,0,0.9182797372881601
0,34043.0,97,0,0,0.9794342438153614
0,57811.0,49,2,0,0.8815901290611192
1,78569.0,14,6,1,1.0
0,7500.0,5,1,0,0.6179946737518701
0,157733.0,37,0,2,1.0
1,94384.0,62,8,1,1.0
0,23148.0,83,0,0,0.9856378896199209
0,44267.0,48,2,0,0.8747338521577094
0,71626.0,94,5,2,0.9999591967147563
0,60894.0,61,3,2,0.6504835205614469
0,50200.0,70,1,0,0.9643393660250013
0,81051.0,43,5,2,0.9999545690200404
1,65169.0,23,4,1,1.0
0,59868.0,37,2,0,0.8701857225184292
0,65695.0,50,4,2,0.9935066551400807
0,64857.0,78,5,2,0.999987526698477
0,45143.0,74,1,0,0.9736012172637829
0,74805.0,14,7,2,0.9999999999998775
0,59060.0,77,1,0,0.9125124710110273
0,27238.0,39,0,0,0.9864175998058481
0,47009.0,89,2,0,0.903418255856556
0,46094.0,62,0,0,0.9446407893560012
0,40321.0,59,0,0,0.9710451511682018
0,37235.0,68,1,0,0.9776860297591112
0,81843.0,13,9,2,1.0
0,46692.0,37,1,0,0.9725466250929454
0,77382.0,36,7,2,0.9999999999995774
1,37774.0,28,2,1,1.0
0,18393.0,2,0,0,0.9846284116267455
0,72828.0,17,3,2,0.7216731249636764
0,24711.0,86,0,0,0.985574516052738
0,45503.0,54,1,0,0.9735118993092385
0,6560.0,2,0,0,0.957296596125745
1,71604.0,3,3,1,1.0
0,27244.0,84,2,0,0.6442735767448629
1,48752.0,8,1,1,1.0
0,71434.0,4,4,2,0.9940797497613418
0,90842.0,57,9,2,1.0
1,88097.0,24,5,1,1.0
0,51948.0,51,2,0,0.8934971233803644
0,71853.0,29,8,2,1.0
0,35876.0,13,1,0,0.9759298404048143
0,40049.0,23,0,0,0.9765658573063077
1,39660.0,36,1,1,1.0
0,50127.0,88,1,0,0.9635516608483097
0,43263.0,2,2,0,0.8414208918240136
1,62845.0,3,4,1,1.0
0,18929.0,15,0,0,0.9848740746058683
0,24367.0,58,0,0,0.9860886283681728
