NumWebPurchases,Income,Recency,NumWebVisitsMonth,cluster_em,cluster_em_probability
9,67445.0,63,6,2,0.9999999999982734
1,50616.0,71,2,0,0.6905496839665335
7,49431.0,9,8,2,0.9999977020583405
0,153924.0,81,0,1,0.9999999999855103
3,61278.0,87,6,2,0.7850965238000391
3,26490.0,92,6,0,0.9788039334714617
9,73059.0,36,4,2,0.9999999999996954
3,46734.0,86,6,0,0.7000309766370392
7,56253.0,83,6,2,0.999998854518808
0,19986.0,74,7,0,0.9967873366591443
6,58330.0,87,4,2,0.9999400570680773
2,25965.0,29,8,0,0.9937567899305794
1,14661.0,88,6,0,0.9993085450653993
1,18690.0,77,8,0,0.9980879978627762
1,45068.0,25,7,0,0.9430041231872853
2,21063.0,34,6,0,0.9975662555005563
1,29187.0,43,8,0,0.9941086381929408
3,54690.0,76,3,2,0.7336617594823484
7,59304.0,81,5,2,0.9999993936458815
5,59247.0,87,6,2,0.9965773546257137
4,66731.0,33,3,2,0.9958184524489252
6,77353.0,38,4,2,0.9999983555228885
2,52614.0,63,8,0,0.8866086972490104
1,26751.0,26,8,0,0.9958194292342193
10,81300.0,17,5,2,1.0
2,70337.0,75,1,2,0.9866286503740925
4,36145.0,13,9,0,0.6344797625393295
3,65295.0,19,2,2,0.9744894855529962
8,68118.0,51,6,2,0.9999999991257349
11,68743.0,81,7,2,1.0
8,41039.0,32,8,2,0.9999999851715504
3,38946.0,84,5,0,0.8819258804768793
2,65777.0,87,1,2,0.9555971950409089
5,66476.0,99,4,2,0.9994442253182569
5,86857.0,96,2,2,0.9999962672587823
0,160803.0,21,0,1,0.999999999997744
3,77845.0,40,1,2,0.9991140286790535
4,69476.0,3,2,2,0.9984054156335831
4,50611.0,98,6,2,0.8380664712759281
5,61209.0,73,2,2,0.9989690768744346
1,42315.0,90,3,0,0.9347769722308243
1,13084.0,29,6,0,0.9995850690351122
2,47570.0,3,7,0,0.8971669448254705
2,61923.0,94,3,2,0.8527318079499523
1,34824.0,65,6,0,0.9831323754134752
2,26518.0,33,8,0,0.9933134151035655
8,45938.0,46,6,2,0.99999998990946
10,78468.0,29,4,2,1.0
9,78901.0,99,4,2,0.9999999999997353
8,71427.0,26,4,2,0.9999999998007638
5,71022.0,30,8,2,0.9973802585408593
3,90247.0,27,1,2,0.9999681458556003
4,41335.0,24,7,2,0.5971635621926454
8,71952.0,93,4,2,0.9999999996452447
1,35682.0,34,2,0,0.9912343075479667
9,43185.0,88,8,2,0.9999999999738085
2,66375.0,96,7,2,0.5851776639320718
1,35178.0,10,7,0,0.9861558973726209
1,25252.0,26,8,0,0.9965101517404146
7,55250.0,49,5,2,0.9999991517658429
2,33249.0,11,6,0,0.9838934770511881
5,58398.0,44,4,2,0.9981766034905293
4,50272.0,75,7,2,0.7919113483585407
3,76618.0,64,1,2,0.9986999200386243
5,87305.0,19,2,2,0.9999979068835717
2,25851.0,45,7,0,0.9938529365842664
11,58710.0,77,6,2,1.0
1,45160.0,9,7,0,0.9439141368056428
5,74806.0,1,4,2,0.999926632322752
11,59111.0,90,7,2,1.0
1,18988.0,43,7,0,0.9984842342459259
5,72190.0,79,3,2,0.9998793184417458
4,7500.0,19,9,0,0.939468958238554
2,44794.0,99,6,0,0.9004059889546021
6,80395.0,62,2,2,0.9999995643548373
3,75012.0,41,1,2,0.998122139706611
6,56962.0,60,7,2,0.9998613088091631
11,89891.0,17,4,2,1.0
0,35946.0,24,5,0,0.9662483663807849
7,53593.0,60,8,2,0.9999975354249301
4,66373.0,57,3,2,0.9950971098606517
6,45072.0,74,8,2,0.9993585065731138
4,89694.0,22,5,2,0.9998095410304634
4,72025.0,46,2,2,0.9989680411025282
8,67432.0,69,4,2,0.9999999994300142
4,70545.0,29,2,2,0.9986312545139201
1,17487.0,37,7,0,0.9988040651620772
7,62882.0,26,4,2,0.999999809125379
6,64108.0,8,5,2,0.9999819342609759
3,34941.0,26,8,0,0.9381272991403088
2,48767.0,79,5,0,0.7933215098672285
3,38702.0,71,6,0,0.8838068587532655
6,82224.0,83,3,2,0.999999452661784
4,83844.0,57,1,2,0.9999577461692345
2,17003.0,37,5,0,0.9991969606721961
3,71163.0,30,1,2,0.9949405240456206
1,33697.0,34,7,0,0.9880648310574375
10,63564.0,0,6,2,0.9999999999999991
6,83443.0,89,2,2,0.999999726349521
3,51518.0,92,3,2,0.5775540636866487
6,58330.0,87,4,2,0.9999400570680773
8,80952.0,20,8,2,0.9999999991253716
8,75507.0,56,3,2,0.9999999998998339
7,63855.0,28,4,2,0.9999998351330766
7,62220.0,55,6,2,0.9999995439527539
3,58512.0,25,8,0,0.5560338902976185
2,40662.0,0,4,0,0.9490202609987325
3,38829.0,86,5,0,0.8840176777396023
3,35523.0,8,7,0,0.924556676461333
8,79146.0,33,6,2,0.999999999789936
6,78285.0,13,3,2,0.9999992943470847
2,31626.0,12,7,0,0.9872603722057184
2,75127.0,92,1,2,0.9962500529806635
3,48726.0,90,6,0,0.6357571187900238
3,74985.0,8,2,2,0.9975974422225142
11,67430.0,6,6,2,1.0
2,46891.0,91,4,0,0.8284861760775885
6,62058.0,52,6,2,0.9999524516808133
5,72063.0,3,2,2,0.9999379697260702
8,78939.0,57,3,2,0.9999999999454916
7,42720.0,9,8,2,0.999996153004845
2,33622.0,22,7,0,0.9831257838940229
0,6835.0,76,20,0,0.9999953198181357
1,41452.0,86,7,0,0.9601645606880649
2,40760.0,64,6,0,0.946007054601151
2,74250.0,90,1,2,0.9952635841037627
1,51124.0,79,3,0,0.6575852290636734
6,72258.0,28,2,2,0.9999979656216745
4,71466.0,86,1,2,0.9988883222602121
1,36283.0,42,4,0,0.9816374573995057
1,20587.0,39,7,0,0.9981237293554969
1,30467.0,8,7,0,0.9929923052059547
1,31590.0,40,8,0,0.9922249799590284
2,20425.0,5,7,0,0.997270708527549
3,17144.0,96,7,0,0.9919413179848348
6,42564.0,28,7,2,0.9994781103062202
7,43783.0,22,7,2,0.9999966288439104
7,40780.0,30,9,2,0.9999937308354901
3,62847.0,45,2,2,0.9526436736777035
5,82017.0,58,2,2,0.9999911747709905
2,16813.0,49,7,0,0.9981615454000641
3,51267.0,37,4,2,0.5708357892029523
1,46524.0,70,3,0,0.8507146088335246
4,45183.0,33,7,2,0.6979064026905659
10,70421.0,98,6,2,0.9999999999999991
11,60161.0,17,8,2,1.0
6,73926.0,54,3,2,0.9999977648788748
4,19329.0,39,8,0,0.8824396786086725
4,61872.0,81,4,2,0.9832135029221576
1,46984.0,71,5,0,0.8576182126811196
2,34838.0,62,6,0,0.9779784991930539
6,82716.0,8,2,2,0.9999998250795932
2,48192.0,76,8,0,0.9269718544251216
7,49681.0,66,7,2,0.9999974113701317
1,56850.0,83,2,2,0.6920028204239219
3,55267.0,28,3,2,0.7680998456163253
3,59666.0,87,8,0,0.5553142273272269
5,72504.0,43,2,2,0.9999303079811741
1,26872.0,0,6,0,0.996249782525248
2,21359.0,1,8,0,0.9964726491724566
5,73170.0,1,2,2,0.999952406479873
5,52750.0,72,4,2,0.9943366085583037
5,91820.0,72,1,2,0.9999994293433762
5,65968.0,12,3,2,0.9996971807459567
1,30772.0,89,6,0,0.9905481539455813
10,22507.0,67,9,2,0.9999999999999787
9,65685.0,54,5,2,0.9999999999986269
2,25804.0,34,8,0,0.9938180938907173
5,76412.0,15,3,2,0.9999640566554966
2,22063.0,43,7,0,0.9963209095477352
7,57091.0,0,5,2,0.9999995520373384
3,22419.0,74,8,0,0.9823863233670742
5,87771.0,61,6,2,0.9999331599272466
10,78353.0,51,8,2,0.9999999999999982
3,93404.0,97,5,2,0.9992677569156128
1,37859.0,75,8,0,0.9821752493168644
8,80995.0,83,4,2,0.9999999999211964
1,16529.0,23,6,0,0.9992806525026334
2,55412.0,65,5,0,0.5406120580398825
6,48789.0,94,6,2,0.9996772287218043
7,56575.0,42,5,2,0.9999993338861308
2,25130.0,10,7,0,0.9947527524726181
1,35441.0,94,8,0,0.9857963049537242
6,71391.0,50,3,2,0.9999964295303011
6,49494.0,46,7,2,0.9997220397591429
7,81702.0,98,3,2,0.9999999907792994
1,45889.0,42,6,0,0.9088567930993282
7,56628.0,30,5,2,0.9999993963512003
2,34026.0,11,5,0,0.9832735902248202
3,40049.0,61,5,0,0.8600765119810283
3,34176.0,12,6,0,0.9365538960447322
4,19419.0,76,9,0,0.8684250840584213
3,82504.0,2,1,2,0.9997696704707091
5,81205.0,43,2,2,0.999990292357902
3,61618.0,27,3,2,0.9305861153688803
7,55284.0,60,5,2,0.999999084469115
3,49980.0,79,5,0,0.5310334066377911
3,15072.0,96,5,0,0.9976933154422591
5,49166.0,17,6,2,0.9902937211630023
6,65324.0,0,4,2,0.9999896863500829
7,82347.0,38,3,2,0.9999999952057381
1,30843.0,43,5,0,0.9925800482675633
7,46374.0,1,8,2,0.9999972596980763
10,60474.0,25,7,2,0.9999999999999982
1,38576.0,2,7,0,0.977950446395313
6,55357.0,66,5,2,0.9999025969769324
1,37758.0,49,8,0,0.983491719274361
6,85710.0,5,2,2,0.9999999119250415
2,23228.0,71,8,0,0.9950271459754686
6,44602.0,35,8,2,0.9994610882499443
0,7500.0,94,6,0,0.9996424043327977
4,38683.0,80,7,0,0.5097271807407905
6,49514.0,61,7,2,0.9996979652622481
4,57906.0,29,4,2,0.9703222474789789
5,43456.0,0,5,2,0.9801049113515948
1,19485.0,80,7,0,0.9981261375638467
2,53172.0,54,3,0,0.5539698365585662
2,30545.0,71,7,0,0.9879983324076708
5,70123.0,27,3,2,0.9998603644951957
5,62450.0,61,3,2,0.9992105171822406
4,21675.0,55,7,0,0.8830078784225224
3,42395.0,35,7,0,0.8372453193339304
5,61346.0,34,3,2,0.9991292621945951
4,80812.0,95,2,2,0.9998373194456867
6,42835.0,64,6,2,0.9994174450895081
3,39922.0,30,8,0,0.8997945765159332
6,86424.0,12,1,2,0.9999999489703755
3,17117.0,96,9,0,0.9877704982356057
3,24762.0,16,8,0,0.978080416903073
2,35797.0,16,8,0,0.9814694081124716
0,36627.0,78,5,0,0.9520082712729102
2,51111.0,83,6,0,0.7748314519935067
5,86857.0,96,2,2,0.9999962672587823
3,82072.0,67,1,2,0.9996874678925709
6,46231.0,87,9,2,0.9990908973342119
2,42243.0,34,7,0,0.9468920871348065
9,51195.0,46,8,2,0.9999999999891944
2,68092.0,7,5,2,0.896349313213169
2,31814.0,73,9,0,0.9898156700597271
5,51390.0,54,5,2,0.9929197987171586
3,76630.0,93,1,2,0.9986140020710291
1,26868.0,52,7,0,0.9952091597773397
7,48948.0,53,6,2,0.999997805744393
8,55260.0,81,6,2,0.9999999951729253
6,64090.0,8,5,2,0.9999818844986736
10,78331.0,97,4,2,1.0
4,37087.0,50,6,0,0.5397573870462737
4,21846.0,38,8,0,0.8543387523327461
4,81320.0,61,2,2,0.9998745992012186
4,54137.0,46,6,2,0.9072220689591692
4,66825.0,73,2,2,0.9961961802980368
3,57100.0,19,3,2,0.8340054446603794
4,58917.0,10,5,2,0.9698646573672343
3,85072.0,94,0,2,0.9999011864997024
7,86429.0,10,2,2,0.9999999989836441
1,45684.0,37,7,0,0.9366917486554441
2,47889.0,94,5,0,0.81609161483593
2,45921.0,23,4,0,0.8611836527801223
3,78420.0,75,1,2,0.9991679107327693
3,75114.0,40,2,2,0.9974695298960349
10,52278.0,24,8,2,0.9999999999999956
3,35641.0,11,7,0,0.9235913022517315
7,95529.0,29,3,2,0.9999999996364544
3,62820.0,51,1,2,0.9540432817322226
3,73113.0,86,2,2,0.9954545599661314
7,84169.0,9,3,2,0.9999999974037017
3,42607.0,30,3,0,0.830339795706479
6,74637.0,73,3,2,0.9999977809905296
1,46015.0,25,7,0,0.9352340108803486
2,72354.0,67,1,2,0.9922345545497124
2,39858.0,67,6,0,0.9526335233211294
1,34469.0,58,4,0,0.9867936282099846
11,83033.0,82,5,2,1.0
6,24401.0,98,8,2,0.996315612817043
4,77583.0,93,2,2,0.9996601244398592
4,74116.0,53,2,2,0.9993494700075874
5,74293.0,66,2,2,0.9999474126802644
6,68397.0,6,3,2,0.9999952269293015
6,79632.0,42,2,2,0.9999995549664784
1,46107.0,78,3,0,0.8602282203072791
11,64950.0,29,7,2,1.0
1,25443.0,82,8,0,0.9957052890723924
2,75127.0,92,1,2,0.9962500529806635
3,32892.0,78,8,0,0.9500466201295824
9,71796.0,54,4,2,0.999999999999547
11,67536.0,45,8,2,1.0
7,55239.0,59,5,2,0.9999990853489078
8,60554.0,8,6,2,0.9999999986403436
6,64831.0,51,6,2,0.9999667917654484
7,56067.0,51,5,2,0.9999992337683667
3,82025.0,76,1,2,0.9996757711188687
5,94384.0,62,2,2,0.9999994423250033
2,14906.0,86,7,0,0.9984311316371324
4,51563.0,60,8,2,0.7435040568327037
4,57937.0,56,3,2,0.9718285753032369
4,68274.0,83,3,2,0.9963967885854095
2,39771.0,92,4,0,0.952626541903449
3,67893.0,31,8,2,0.6791834271715461
2,27922.0,80,4,0,0.9955183306708502
2,52190.0,39,5,0,0.6787500697529831
3,44051.0,20,6,0,0.7674749665315643
3,42767.0,53,8,0,0.8716184327094095
1,46106.0,84,6,0,0.8977650625504576
3,16927.0,50,8,0,0.9901265241973767
5,59754.0,96,5,2,0.9976899617062704
5,53700.0,94,5,2,0.9941770420139361
2,59041.0,25,5,2,0.6213182645407346
5,54237.0,48,6,2,0.9944014575483775
4,70647.0,65,2,2,0.9984743589409486
6,52597.0,69,5,2,0.9998505029928721
2,41021.0,12,6,0,0.9462223979906332
2,40233.0,84,6,0,0.9489957506938772
3,50183.0,47,5,0,0.5143380696140406
5,54753.0,87,4,2,0.995785165292292
6,92955.0,35,2,2,0.9999999772880559
3,33471.0,47,7,0,0.941768966311028
1,34596.0,48,8,0,0.9886514025484149
10,44010.0,46,9,2,0.9999999999999911
3,84219.0,27,1,2,0.9998422682340887
3,40706.0,37,7,0,0.8647785863069218
3,15716.0,8,8,0,0.9915777810555375
7,59052.0,29,5,2,0.9999995774346928
4,80573.0,85,2,2,0.9998349974847435
2,83715.0,2,0,2,0.9997904899410494
2,82576.0,66,1,2,0.9995074769431253
6,56962.0,60,7,2,0.9998613088091631
2,35704.0,54,4,0,0.9796993423889555
10,53103.0,70,7,2,0.9999999999999947
0,46779.0,55,4,0,0.7160676599984002
0,4861.0,20,14,0,0.9996355567664887
2,33462.0,78,7,0,0.9822146094478412
11,63693.0,63,6,2,1.0
5,80763.0,17,3,2,0.999985119128949
4,65352.0,43,4,2,0.9922120344682414
5,82170.0,13,2,2,0.9999934921345334
9,75759.0,46,5,2,0.9999999999996527
4,79689.0,65,2,2,0.9998135835659377
2,35340.0,1,5,0,0.9790599621995745
2,85683.0,6,1,2,0.9998073950591813
0,24884.0,32,7,0,0.9946118011818954
10,42021.0,34,9,2,0.9999999999999911
5,64449.0,70,4,2,0.9993061984119779
1,64587.0,49,3,2,0.9189558760691625
1,34824.0,65,6,0,0.9831323754134752
8,75437.0,25,6,2,0.9999999997059712
2,26091.0,84,5,0,0.9954193551768529
8,52845.0,7,6,2,0.9999999967305717
3,46086.0,34,4,0,0.6748713451830013
6,78028.0,38,7,2,0.999986765259884
4,95169.0,1,1,2,0.9999982696050266
8,56337.0,25,8,2,0.9999999950722138
2,22434.0,25,8,0,0.9958367461178791
5,36930.0,50,8,2,0.942209222540674
3,36130.0,46,4,0,0.93648024954151
6,65569.0,96,3,2,0.9999850947480756
4,83844.0,57,1,2,0.9999577461692345
3,19514.0,47,8,0,0.9871295882470845
1,36736.0,52,6,0,0.9778514325807368
10,77568.0,30,5,2,1.0
1,49187.0,63,2,0,0.7659792861876011
6,30168.0,51,9,2,0.9980889966909345
3,34053.0,14,8,0,0.9430780348486573
2,38196.0,20,5,0,0.9644950227751767
4,59412.0,56,3,2,0.979191662840241
6,70924.0,41,3,2,0.9999963196988313
2,54165.0,72,2,2,0.5084314079419283
1,32300.0,1,8,0,0.9923701374045105
2,20180.0,27,7,0,0.9972411062738555
3,34961.0,77,7,0,0.9308047341710591
2,28440.0,87,8,0,0.9909412083995343
11,64504.0,81,7,2,1.0
1,33564.0,51,5,0,0.9873778820502718
2,17345.0,79,8,0,0.9973468804254539
5,56320.0,11,4,2,0.9977135604525356
2,28647.0,54,7,0,0.9909248941744754
2,15038.0,93,9,0,0.9975100642910344
1,32173.0,0,4,0,0.9931331956044944
10,68316.0,54,6,2,0.9999999999999991
8,74538.0,21,3,2,0.9999999999161249
8,91700.0,58,3,2,0.9999999999944675
4,68695.0,3,2,2,0.9980821602363897
1,31056.0,99,8,0,0.9912898453079344
5,79593.0,70,2,2,0.9999836801692608
5,28071.0,65,8,2,0.8763343938294427
3,37334.0,44,4,0,0.9208836852107152
2,46423.0,6,7,0,0.9107839263289794
1,37126.0,9,6,0,0.9788377244206284
6,47703.0,95,5,2,0.9996449946272384
5,61180.0,70,3,2,0.9989364782849378
2,38998.0,92,8,0,0.9716612946567532
0,8028.0,62,19,0,0.9999890196111199
4,76081.0,85,2,2,0.9995337822059828
1,34728.0,2,6,0,0.9859984194088938
2,33168.0,0,7,0,0.9845129376440243
2,33585.0,91,4,0,0.9858436915322729
7,77037.0,3,3,2,0.9999999904006502
6,35196.0,68,8,2,0.998625702624877
6,44529.0,98,5,2,0.9994250655139227
6,70924.0,41,3,2,0.9999963196988313
1,28764.0,16,8,0,0.9948251784268621
7,69098.0,82,5,2,0.999999845637331
1,25959.0,1,6,0,0.9967724031525582
1,27100.0,64,7,0,0.9948501018228962
3,70596.0,68,2,2,0.9920316043379764
6,42557.0,98,8,2,0.9991129589266502
5,53312.0,32,7,2,0.991755280588159
6,72228.0,87,3,2,0.9999961095454776
2,67605.0,84,1,2,0.9723924667902819
3,62845.0,3,8,2,0.5706860177079487
7,65196.0,34,5,2,0.9999998182366024
5,42000.0,23,5,2,0.9727822269728627
1,35860.0,37,5,0,0.9814359260180257
4,65526.0,22,2,2,0.9956662349972298
1,16860.0,19,7,0,0.9989790027467299
4,83528.0,7,1,2,0.9999634698932206
8,64176.0,52,6,2,0.9999999986269814
1,22304.0,91,8,0,0.9969237810071538
3,67023.0,93,2,2,0.9805954018509129
3,32892.0,78,8,0,0.9500466201295824
5,70713.0,23,3,2,0.9998788953959543
9,59925.0,83,6,2,0.9999999999953344
2,39722.0,92,5,0,0.9498773849845891
6,46610.0,4,6,2,0.9997403010814334
4,88347.0,32,1,2,0.9999881553713087
6,87171.0,27,2,2,0.9999999241098856
1,26907.0,10,7,0,0.9957800894240728
4,50014.0,9,5,2,0.8787088984131334
1,41014.0,65,7,0,0.9642871100348552
4,66294.0,68,2,2,0.9957685951718391
7,36715.0,16,9,2,0.9999929291624026
5,79456.0,12,3,2,0.9999811157018844
0,40479.0,95,4,0,0.8934829863586212
5,75345.0,16,3,2,0.9999549860117269
11,54233.0,46,8,2,1.0
1,24163.0,3,4,0,0.9987446322101534
9,84460.0,80,5,2,0.9999999999998268
1,43776.0,77,6,0,0.9288201998660038
4,71691.0,0,2,2,0.9990668053053385
6,85844.0,62,2,2,0.9999998669941856
2,39190.0,91,5,0,0.9542492442891904
4,71367.0,24,2,2,0.9988929255929865
3,38578.0,2,8,0,0.9101472296634641
2,57236.0,22,3,2,0.6679060480752294
4,61825.0,56,4,2,0.9843322600492453
4,79803.0,54,1,2,0.9998826023163583
3,80910.0,71,1,2,0.9995713597607586
1,27590.0,38,7,0,0.9949255932280499
5,56775.0,62,5,2,0.9968441075260895
4,83829.0,78,1,2,0.9999535266933847
4,54210.0,18,5,2,0.9344613985193908
7,38508.0,95,8,2,0.9999906625172593
4,53187.0,66,5,2,0.9129998732183838
2,30023.0,28,8,0,0.990165427678187
4,76045.0,78,2,2,0.9995423649517614
2,50870.0,13,5,0,0.7296990611306898
2,15315.0,27,5,0,0.999423856851115
6,65463.0,17,5,2,0.999984388173804
4,66480.0,71,4,2,0.9930444402372045
2,76773.0,79,1,2,0.9976120380603054
8,81698.0,1,5,2,0.9999999999459934
1,54466.0,78,5,0,0.595973225259014
4,98777.0,23,1,2,0.9999992319089027
3,16269.0,75,8,0,0.9905541411873833
3,71819.0,70,6,2,0.9473135061489837
1,33569.0,10,8,0,0.9908972215732403
3,36262.0,24,6,0,0.9152183757659025
2,22634.0,47,8,0,0.9955612646819443
11,47025.0,98,9,2,1.0
6,70566.0,4,3,2,0.9999969409163701
2,31605.0,15,7,0,0.9872489418238058
4,52034.0,67,7,2,0.8272253406025659
2,48526.0,32,3,0,0.7824362238257992
6,46734.0,40,7,2,0.9996410745914079
6,39552.0,54,8,2,0.9990980945571779
5,86358.0,78,8,2,0.9990922400986698
1,46931.0,94,3,0,0.8300920066924669
0,16581.0,51,4,0,0.9994642424038833
7,63998.0,42,4,2,0.9999998199978688
2,67381.0,67,7,2,0.6216331667156717
1,25930.0,87,7,0,0.9952691989307594
1,42693.0,29,5,0,0.936833873840401
6,85606.0,89,3,2,0.9999997023546533
7,72903.0,74,4,2,0.9999999461971664
5,49669.0,97,6,2,0.9874715095147507
3,36778.0,63,9,0,0.9446518058289611
4,85696.0,88,1,2,0.9999698115381737
3,10979.0,34,5,0,0.9989556091262239
6,49678.0,81,7,2,0.9996679346635445
6,56129.0,65,4,2,0.9999230869110237
2,37155.0,51,5,0,0.9693755879033402
2,21282.0,76,6,0,0.9972307357986832
2,33419.0,76,7,0,0.9823661394399595
6,63285.0,84,3,2,0.9999784670691617
2,21255.0,56,4,0,0.9988941481644014
3,42162.0,31,6,0,0.8160143248490048
9,54450.0,0,8,2,0.9999999999945661
9,57744.0,91,8,2,0.9999999999881295
1,26576.0,40,9,0,0.9963323742756315
9,57513.0,59,6,2,0.9999999999953584
10,68142.0,96,6,2,0.9999999999999982
1,7500.0,61,8,0,0.9995232512422046
5,83145.0,14,2,2,0.999994759317976
1,54197.0,16,1,0,0.5125144923689586
2,23091.0,98,7,0,0.9952492866566102
5,46049.0,11,7,2,0.982958859975141
7,56715.0,52,4,2,0.9999993504693179
3,79410.0,19,1,2,0.999447425558485
7,57304.0,61,5,2,0.9999993075805568
4,44375.0,73,5,2,0.7087524681089521
9,54450.0,0,8,2,0.9999999999945661
8,59594.0,74,7,2,0.9999999960482944
6,80685.0,55,2,2,0.9999996113192999
4,40344.0,48,7,2,0.5550685373058066
4,62710.0,53,4,2,0.986826068724168
1,48985.0,13,3,0,0.7840110126856631
2,35322.0,34,8,0,0.9821154433838333
4,77142.0,54,2,2,0.9996775795585815
3,81657.0,69,1,2,0.9996495706332285
1,14421.0,81,5,0,0.9996013902364393
1,20130.0,99,8,0,0.9975363529555384
8,74214.0,3,5,2,0.9999999998449693
8,66726.0,61,7,2,0.9999999981371896
2,23724.0,65,8,0,0.9948107975754799
2,47353.0,93,5,0,0.8300552837152615
1,33444.0,24,8,0,0.9907074043700451
3,54386.0,8,3,2,0.7371550583792126
2,28510.0,72,5,0,0.9931326116904113
3,90638.0,29,1,2,0.99997108247201
8,48070.0,33,7,2,0.9999999923529694
4,43140.0,68,6,2,0.6601936409134427
9,54959.0,55,7,2,0.9999999999930003
2,15056.0,76,5,0,0.9993718398787015
1,26954.0,17,7,0,0.9956596216153579
1,22327.0,94,5,0,0.9981760468739973
1,44393.0,86,4,0,0.8963623643938424
6,62000.0,25,4,2,0.9999782173077093
3,31497.0,22,8,0,0.9561572095931711
1,45894.0,15,5,0,0.8928007141874114
5,78579.0,35,3,2,0.9999740850163055
7,67369.0,81,4,2,0.9999998591710818
1,58401.0,55,4,2,0.6706659624594412
4,62307.0,94,5,2,0.9771957877650762
2,43641.0,50,6,0,0.9186126827166687
9,63841.0,64,6,2,0.9999999999974625
2,46891.0,91,4,0,0.8284861760775885
5,70091.0,11,8,2,0.9974477889300544
3,78075.0,72,1,2,0.9990957976883061
6,59184.0,6,5,2,0.9999621438403304
2,54809.0,0,4,0,0.5009046326697764
9,58113.0,66,7,2,0.9999999999939106
3,51412.0,42,4,2,0.5764138213061296
1,15287.0,60,7,0,0.99904231976394
3,66636.0,64,1,2,0.9823196360809264
10,50965.0,87,8,2,0.9999999999999911
6,84618.0,96,2,2,0.9999997764816194
2,18351.0,1,7,0,0.9979644412675089
1,40451.0,54,5,0,0.9551409865341843
3,36317.0,53,7,0,0.9185647142065037
5,42213.0,96,7,2,0.9644540310452566
2,65748.0,58,1,2,0.9554392422542041
7,77044.0,12,4,2,0.999999984163103
5,74918.0,78,3,2,0.9999306918742215
4,56721.0,64,6,2,0.9304373992386763
2,42160.0,26,6,0,0.9355857030071238
4,61559.0,8,3,2,0.9885657418693903
3,33629.0,49,9,0,0.9563351339864254
4,68682.0,56,2,2,0.9976661427511366
2,34377.0,55,7,0,0.9805754058206145
3,8940.0,25,8,0,0.9958266507747017
1,26228.0,50,8,0,0.9957659938034762
5,77297.0,84,4,2,0.999924767127344
2,40211.0,30,8,0,0.9694462516574904
2,33438.0,81,5,0,0.9833247531497749
5,75032.0,74,3,2,0.999933709976821
11,61284.0,76,6,2,1.0
2,22518.0,36,5,0,0.9978239043006456
4,54730.0,64,4,2,0.941979843158467
3,38452.0,62,7,0,0.8962268346355976
5,44421.0,53,8,2,0.9691582736684661
1,38197.0,86,5,0,0.9674279255421121
3,41986.0,15,4,0,0.8213377150627256
2,28427.0,67,8,0,0.991261158621338
1,37395.0,47,6,0,0.9756901268359234
8,64722.0,47,6,2,0.999999998769042
2,55249.0,81,3,2,0.565019440201637
5,84906.0,98,2,2,0.9999941650045229
1,28691.0,56,8,0,0.9942218129526111
2,44213.0,48,6,0,0.9117370510860363
1,25707.0,18,7,0,0.9963607872401601
2,59062.0,74,4,2,0.7032087801753709
5,76624.0,68,1,2,0.9999760023056856
1,66000.0,36,1,2,0.964186959217235
6,27683.0,90,8,2,0.9972432768603182
0,1730.0,65,20,0,0.9999905606569824
3,7500.0,63,9,0,0.9945044861742253
0,40521.0,82,5,0,0.9017641004656988
1,20427.0,63,8,0,0.9977743654304315
8,65106.0,55,6,2,0.999999998726635
4,69969.0,64,3,2,0.9976333359390346
6,67433.0,51,4,2,0.9999899604443773
11,77766.0,97,6,2,1.0
7,74716.0,92,4,2,0.999999953482771
8,68118.0,51,6,2,0.9999999991257349
7,55158.0,72,7,2,0.9999983986571289
7,62972.0,39,6,2,0.9999996332599135
4,74190.0,49,2,2,0.9993704809380132
1,39356.0,21,6,0,0.9686914740216938
4,76653.0,91,2,2,0.9995820006626827
1,35860.0,37,5,0,0.9814359260180257
6,90687.0,98,2,2,0.9999999386081592
7,73450.0,85,3,2,0.9999999618386707
2,31454.0,40,8,0,0.9882753281070675
2,47139.0,2,7,0,0.9025271983540881
4,83829.0,78,1,2,0.9999535266933847
9,53378.0,41,8,2,0.9999999999909948
2,19656.0,94,7,0,0.9970022046400498
4,45579.0,10,6,2,0.7593461287762766
6,85485.0,73,2,2,0.9999998437476074
7,55956.0,22,4,2,0.9999994109134785
5,64191.0,30,3,2,0.9995225272776183
5,38808.0,21,8,2,0.9554327692982733
9,57183.0,51,8,2,0.999999999992002
2,23748.0,97,8,0,0.9944423683312824
3,66303.0,56,8,2,0.6276537628181825
1,37368.0,4,6,0,0.9782404534938094
3,40800.0,77,7,0,0.8661451221092245
6,71847.0,95,3,2,0.9999955852193968
5,46149.0,36,5,2,0.9850382862139854
4,78687.0,13,2,2,0.9998113834117067
9,49118.0,90,7,2,0.9999999999839808
1,37633.0,49,9,0,0.9891186337058744
7,39767.0,18,8,2,0.9999948665466692
4,26997.0,89,7,0,0.8058620476483384
1,33986.0,43,7,0,0.9872597243624096
9,57091.0,82,7,2,0.9999999999921707
1,46831.0,84,4,0,0.8394804747768536
5,83151.0,80,2,2,0.9999922226209185
7,52531.0,68,6,2,0.9999984063085952
1,15759.0,12,7,0,0.9991518251038871
2,22804.0,75,9,0,0.9953238657795748
2,43050.0,10,5,0,0.9186305865108091
