Kidhome,MntWines,Marital_Status,NumWebPurchases,Recency,Response,Income,NumCatalogPurchases,cluster_em,cluster_em_probability
1,116,Partner,4,71,1,42207.0,1,0,0.9999987625439637
0,143,Partner,2,52,0,50300.0,1,1,0.9999999994092392
0,398,Partner,5,78,0,66664.0,7,1,0.9999999999935505
0,522,Partner,2,2,1,60597.0,2,1,0.9999999995778195
0,161,Single,3,60,0,70165.0,7,1,0.9999999999962839
0,112,Single,3,25,0,50520.0,1,1,0.9999996794048708
0,483,Partner,3,47,0,80124.0,7,1,0.9999999999942917
1,7,Partner,4,46,0,33183.0,0,0,0.6005513055975389
0,789,Single,2,83,0,66582.0,8,1,0.9999999999911129
0,1239,Partner,5,17,1,75261.0,6,1,0.9999999999953095
1,4,Single,1,13,0,31880.0,0,2,0.9994417142063176
0,335,Partner,7,86,0,53790.0,2,1,0.9999999999318434
1,639,Partner,7,92,0,49269.0,3,0,1.0
0,563,Partner,6,47,0,61456.0,10,1,0.9999999999978773
1,2,Partner,1,18,1,37406.0,0,2,0.998480262225434
1,746,Partner,8,81,1,56937.0,6,0,1.0
1,22,Partner,1,91,0,38415.0,0,2,0.9993273273330687
1,4,Single,1,58,0,20518.0,1,2,0.9988969700921563
0,478,Partner,8,40,0,62503.0,3,1,0.999999999958531
1,20,Single,1,67,0,41644.0,0,2,0.9990525710375553
0,451,Partner,7,19,0,55842.0,1,1,0.9999999998769389
0,371,Partner,6,93,0,62010.0,2,1,0.9999999999238964
1,281,Partner,7,41,0,41124.0,3,0,1.0
1,19,Partner,2,60,0,38961.0,1,2,0.9947250917817656
1,26,Single,2,54,0,37760.0,0,2,0.9988490210716376
1,138,Single,6,26,1,32233.0,2,0,0.9999999999997788
0,213,Partner,4,30,0,43057.0,2,1,0.999999999374737
0,407,Partner,5,93,0,83151.0,9,1,0.9999999999998908
0,483,Single,5,35,1,78825.0,10,1,0.9999999999998188
0,738,Partner,3,4,0,65104.0,5,1,0.9999999999039453
0,502,Partner,7,92,0,60093.0,2,1,0.9999999999464952
1,11,Partner,1,24,0,14045.0,0,2,0.9993779618561163
0,24,Single,4,96,0,28457.0,1,1,0.7756990767680693
0,1170,Partner,2,11,0,78952.0,5,1,0.9999999999855582
1,185,Single,6,99,0,46310.0,1,0,1.0
0,983,Partner,3,72,0,76005.0,5,1,0.9999999999823572
0,691,Single,2,77,0,58308.0,6,1,0.9999999999377769
0,504,Single,9,85,0,55614.0,4,1,0.9999999999845395
0,317,Single,5,88,0,59432.0,3,1,0.9999999999183391
0,29,Single,2,22,0,55563.0,0,1,0.8040758745234169
0,1396,Partner,4,83,0,78642.0,9,1,0.9999999999997886
0,529,Partner,6,63,0,67911.0,7,1,0.9999999999932339
0,388,Partner,4,9,0,65275.0,3,1,0.9999999998178928
1,13,Partner,1,92,0,27203.0,1,2,0.9989764087019372
0,28,Partner,1,2,0,48330.0,0,2,0.8684509484123213
0,16,Partner,4,6,0,24279.0,1,1,0.810378515059779
1,1047,Partner,4,66,0,64355.0,3,0,1.0
0,31,Partner,1,49,0,50943.0,0,2,0.7681687975310626
0,815,Single,10,29,0,53653.0,4,1,0.9999999999893427
0,225,Partner,5,77,0,65665.0,10,1,0.9999999999997815
0,493,Single,3,77,0,81217.0,7,1,0.9999999999962785
0,34,Partner,2,71,0,34935.0,1,2,0.9216781542502119
0,382,Single,5,49,0,61250.0,2,1,0.9999999998262772
1,127,Partner,4,97,0,39665.0,2,0,0.9999999992781357
0,325,Single,6,6,0,60152.0,4,1,0.9999999999268367
0,238,Partner,6,93,0,48920.0,2,1,0.9999999998945315
0,1168,Partner,5,78,0,89120.0,6,1,0.9999999999964588
0,284,Partner,6,62,0,44124.0,2,1,0.9999999997945874
0,1288,Single,5,47,0,81169.0,7,1,0.9999999999983711
1,65,Partner,3,9,0,36443.0,1,2,0.8641129546979821
1,11,Single,1,77,0,26095.0,0,2,0.9996633966376481
0,227,Partner,4,24,0,71367.0,5,1,0.9999999999755307
0,1035,Partner,6,19,0,80184.0,3,1,0.9999999999666072
1,27,Single,2,67,0,30630.0,0,2,0.999189726359709
0,982,Single,2,95,0,73454.0,4,1,0.9999999999802958
0,179,Partner,5,48,0,42691.0,1,1,0.999999999628955
0,1379,Partner,2,73,0,70503.0,4,1,0.999999999998229
1,32,Partner,2,35,1,25545.0,2,2,0.8389135702711891
1,8,Partner,1,76,0,32880.0,0,2,0.9995148939085086
0,881,Partner,4,20,0,77863.0,5,1,0.9999999999667883
0,141,Partner,4,72,0,50353.0,4,1,0.9999999998633551
0,1000,Single,4,20,0,61839.0,8,1,0.9999999999846887
1,206,Partner,4,69,0,49154.0,1,0,1.0
0,162,Single,4,80,0,47682.0,3,1,0.9999999997862017
0,619,Single,4,65,0,72679.0,7,1,0.9999999999908105
1,456,Partner,8,52,0,57954.0,2,0,1.0
1,112,Partner,3,65,0,65316.0,2,0,0.9999871908644018
1,11,Single,2,57,0,28567.0,0,2,0.9993167164450963
0,172,Partner,6,70,0,47352.0,1,1,0.9999999998365108
0,78,Partner,2,0,0,44931.0,1,1,0.9900446028531572
0,464,Single,8,19,1,76982.0,3,1,0.9999999999669704
0,99,Partner,2,50,0,57247.0,1,1,0.9999762478590235
1,19,Single,3,67,0,22944.0,0,2,0.99777587023461
1,1,Partner,3,46,0,25315.0,0,2,0.9874471878849037
0,63,Single,4,37,0,43638.0,1,1,0.9801849291208692
1,252,Single,4,38,0,42710.0,5,0,1.0
0,1478,Partner,7,9,1,84169.0,6,1,0.9999999999992397
0,198,Partner,4,56,0,54058.0,6,1,0.9999999999449267
1,8,Partner,2,98,0,24683.0,0,2,0.9995574817445254
0,416,Single,3,68,1,85620.0,6,1,0.9999999999935607
1,42,Partner,3,72,0,47850.0,0,2,0.9819323790163279
1,14,Partner,3,47,1,19514.0,1,2,0.9957985878442082
1,17,Partner,1,33,0,27159.0,0,2,0.9995512915532618
1,15,Single,1,87,0,39548.0,1,2,0.99665165094246
1,6,Single,3,0,1,21474.0,1,2,0.9861230066185503
0,458,Single,6,73,0,60504.0,2,1,0.9999999999006164
0,30,Partner,3,74,0,22419.0,2,1,0.656234301146
0,179,Partner,3,4,1,81698.0,8,1,0.9999999999995115
1,90,Partner,4,50,0,43462.0,1,0,0.9789968331941513
1,308,Single,6,57,0,54880.0,2,0,1.0
0,557,Partner,5,30,0,79908.0,6,1,0.9999999999884159
0,7,Partner,2,27,0,15315.0,0,2,0.9972985408907108
0,1492,Partner,5,61,1,87771.0,10,1,0.9999999999999485
1,30,Partner,2,4,0,33039.0,0,2,0.999004017690981
0,249,Single,6,75,0,81741.0,6,1,0.9999999999984475
0,465,Partner,8,12,0,71499.0,3,1,0.9999999999640146
0,129,Partner,6,13,0,62466.0,3,1,0.9999999999442504
0,174,Single,3,9,0,48799.0,2,1,0.9999999993583888
0,189,Partner,3,48,0,52157.0,2,1,0.9999999996006284
0,747,Single,4,80,0,66565.0,2,1,0.9999999999143547
1,6,Partner,1,60,0,29298.0,0,2,0.9995968278190879
0,14,Single,1,43,0,47691.0,0,2,0.7507277644042288
1,12,Partner,1,19,0,38200.0,0,2,0.9992157166639352
0,98,Partner,5,26,0,44989.0,1,1,0.9999958778816437
1,32,Partner,1,58,0,38443.0,0,2,0.9986388984117415
1,51,Single,4,42,0,38593.0,1,2,0.8813373238046072
0,200,Partner,5,27,0,64413.0,1,1,0.9999999997886451
1,25,Partner,2,56,0,36959.0,0,2,0.9989353916420137
0,1050,Partner,6,27,1,61996.0,4,1,0.9999999999823919
1,117,Partner,4,10,0,51287.0,1,0,0.9999935235927578
1,9,Partner,3,48,0,13260.0,0,2,0.997669558552621
1,56,Partner,2,39,0,47472.0,0,2,0.9819635711865105
1,145,Partner,4,85,0,54603.0,2,0,0.9999999999950937
1,203,Partner,3,64,0,45207.0,1,0,1.0
0,270,Partner,7,69,0,40689.0,1,1,0.9999999998601252
1,9,Partner,1,54,0,47821.0,0,2,0.9941144699734896
0,37,Partner,2,57,0,27450.0,1,2,0.9592052839108701
1,46,Partner,2,64,0,39453.0,0,2,0.995277255682824
1,31,Partner,2,10,0,26850.0,1,2,0.9978118466342917
0,1060,Single,5,65,1,79800.0,11,1,0.9999999999998712
0,264,Partner,4,74,0,61794.0,4,1,0.9999999999314189
0,399,Partner,7,4,0,53863.0,1,1,0.9999999998651754
0,8,Partner,1,94,0,24221.0,1,2,0.9882748003845783
1,19,Single,2,41,1,39684.0,1,2,0.9931693314374693
0,817,Partner,5,25,1,92163.0,11,1,0.9999999999999636
0,292,Single,3,94,0,69882.0,7,1,0.9999999999957145
1,12,Partner,1,9,0,33178.0,0,2,0.9995454902685887
0,130,Partner,3,47,0,59973.0,4,1,0.9999999999012497
1,6,Partner,3,12,1,17459.0,1,2,0.9917960346811981
1,16,Single,2,80,0,23910.0,0,2,0.9995347763591155
1,19,Partner,1,20,0,42169.0,0,2,0.9989801636215496
1,4,Partner,2,39,0,26224.0,1,2,0.9965319514218545
1,31,Partner,3,57,0,31089.0,0,2,0.9963317422293673
0,36,Single,1,27,0,30081.0,0,2,0.9572987504794697
0,526,Partner,5,83,0,62807.0,3,1,0.9999999999189062
0,400,Single,3,79,0,72906.0,4,1,0.9999999999435496
0,410,Partner,5,69,0,61467.0,2,1,0.9999999998570828
1,80,Partner,3,77,0,49618.0,1,0,0.5615470461037989
1,88,Single,5,15,1,21888.0,1,0,0.9997973750839401
0,55,Single,1,99,0,42429.0,1,1,0.7620353762766763
2,5,Single,1,61,0,26150.0,0,2,0.9999999999646354
0,8,Partner,1,23,0,30801.0,0,2,0.9912093746274253
0,410,Partner,6,84,0,81168.0,4,1,0.9999999999809486
0,101,Single,3,74,0,26877.0,1,1,0.9999997667200825
0,162,Single,3,90,0,45006.0,1,1,0.9999999996380051
1,2,Partner,1,41,0,18978.0,0,2,0.9996959023877656
2,25,Partner,2,28,0,22574.0,0,2,0.9999999999033369
0,389,Single,6,73,1,48240.0,3,1,0.9999999998704245
1,215,Partner,6,88,0,45837.0,2,0,1.0
2,27,Single,1,94,0,35791.0,0,2,0.9999999999039204
1,85,Partner,0,31,0,162397.0,0,0,1.0
1,5,Single,1,31,0,54162.0,0,2,0.9337631286914884
0,179,Partner,1,6,0,30522.0,2,1,0.9999999948077862
0,352,Partner,6,23,0,54456.0,1,1,0.9999999998012385
0,17,Single,2,92,0,31632.0,1,2,0.9406472742047383
0,625,Single,4,52,0,72298.0,3,1,0.9999999998846216
1,10,Single,1,50,0,36975.0,0,2,0.9992493302747902
0,390,Partner,6,54,0,72635.0,8,1,0.9999999999987486
1,10,Partner,2,93,0,13624.0,0,2,0.9995488970621091
0,215,Single,8,56,0,84196.0,4,1,0.9999999999954854
0,1001,Partner,11,28,1,70971.0,11,1,0.9999999999999574
1,19,Single,3,94,0,34487.0,0,2,0.994945823014704
1,41,Single,4,76,0,28769.0,1,2,0.9628026143583792
1,1181,Partner,7,43,0,69084.0,3,0,1.0
0,603,Partner,3,46,0,65488.0,4,1,0.9999999998796913
0,129,Partner,6,13,0,62466.0,3,1,0.9999999999442504
0,10,Single,2,27,1,32218.0,1,2,0.8805989802312719
0,514,Single,6,12,1,83917.0,7,1,0.999999999997641
2,14,Single,1,3,0,46102.0,0,2,0.9999999998956577
0,387,Single,9,72,0,84574.0,11,1,0.9999999999999991
0,121,Partner,4,6,0,56181.0,2,1,0.9999999979149301
0,965,Single,8,53,1,63120.0,4,1,0.999999999988916
0,707,Partner,6,58,0,73691.0,2,1,0.9999999999094795
0,571,Partner,4,78,0,63381.0,5,1,0.9999999999510898
0,586,Partner,5,57,0,76140.0,9,1,0.9999999999991096
0,1063,Single,9,37,0,62859.0,4,1,0.9999999999946283
0,305,Single,5,20,0,45906.0,4,1,0.999999999666648
0,1200,Partner,4,73,1,77632.0,2,1,0.9999999999865148
1,163,Partner,3,56,0,46463.0,1,0,1.0
0,1009,Partner,9,36,1,105471.0,8,1,0.999999999999738
1,125,Single,3,9,0,55282.0,1,0,0.9999998309962487
0,721,Partner,7,42,0,78710.0,6,1,0.9999999999927653
0,315,Partner,7,28,0,66886.0,1,1,0.9999999998843245
0,1000,Single,4,23,0,98777.0,6,1,0.9999999999896101
1,16,Partner,1,38,0,29103.0,0,2,0.999571739796199
0,757,Partner,9,63,0,67445.0,6,1,0.999999999995572
0,30,Partner,1,71,0,50616.0,1,1,0.5948699755972506
0,219,Single,7,9,0,49431.0,1,1,0.999999999851279
0,1,Single,0,81,0,153924.0,0,1,0.9999999674051813
0,111,Partner,3,87,0,61278.0,1,1,0.9999987952346309
0,45,Partner,3,92,0,26490.0,1,2,0.8287448029321308
0,410,Partner,9,36,0,73059.0,3,1,0.9999999999811582
1,100,Single,3,86,0,46734.0,2,0,0.9998829500305735
0,509,Partner,7,83,0,56253.0,2,1,0.9999999999381779
1,3,Partner,0,74,0,19986.0,0,2,0.9992139277251265
0,445,Single,6,87,0,58330.0,4,1,0.9999999999528084
0,2,Partner,2,29,0,25965.0,0,2,0.9786634623016556
0,4,Partner,1,88,0,14661.0,0,2,0.9979286017513104
0,6,Partner,1,77,0,18690.0,1,2,0.9952873869924368
0,14,Partner,1,25,0,45068.0,0,2,0.8680669146066642
1,1,Single,2,34,0,21063.0,0,2,0.9993088130905252
1,26,Partner,1,43,0,29187.0,0,2,0.9990900842190086
1,111,Partner,3,76,0,54690.0,1,0,0.999920125656734
0,418,Partner,7,81,0,59304.0,8,1,0.9999999999966116
0,327,Single,5,87,0,59247.0,2,1,0.9999999998817328
0,371,Single,4,33,0,66731.0,3,1,0.9999999998488431
0,275,Partner,6,38,0,77353.0,4,1,0.9999999999797793
0,789,Single,2,63,0,52614.0,4,1,0.9999999998801075
2,1,Partner,1,26,0,26751.0,0,2,0.9999999999669047
0,1004,Partner,10,17,1,81300.0,3,1,0.9999999999899973
0,187,Single,2,75,0,70337.0,2,1,0.999999999831851
1,56,Partner,4,13,1,36145.0,1,2,0.8451342640288128
0,365,Single,3,19,0,65295.0,3,1,0.9999999997770899
0,595,Single,8,51,0,68118.0,9,1,0.9999999999992326
0,1132,Single,11,81,0,68743.0,5,1,0.9999999999991545
0,34,Partner,8,32,0,41039.0,1,1,0.9999999999069997
0,116,Partner,3,84,0,38946.0,1,1,0.9999999963887118
0,565,Partner,2,87,0,65777.0,8,1,0.999999999991088
0,372,Single,5,99,0,66476.0,2,1,0.9999999999102602
0,899,Single,5,96,1,86857.0,6,1,0.9999999999947793
0,55,Partner,0,21,0,160803.0,28,1,1.0
0,760,Partner,3,40,0,77845.0,5,1,0.9999999999579754
0,260,Partner,4,3,0,69476.0,6,1,0.9999999999828182
0,459,Single,4,98,1,50611.0,5,1,0.9999999999080824
0,466,Single,5,73,0,61209.0,3,1,0.9999999999002736
0,67,Partner,1,90,0,42315.0,4,1,0.9999999995422062
0,2,Partner,1,29,0,13084.0,0,2,0.9989850750467573
1,67,Single,2,3,1,47570.0,2,0,0.8989092096437287
0,92,Partner,2,94,0,61923.0,1,1,0.9998097900998231
0,4,Single,1,65,0,34824.0,0,2,0.9676503217178111
1,20,Single,2,33,1,26518.0,0,2,0.9993877092014014
0,273,Single,8,46,0,45938.0,4,1,0.9999999999362457
0,434,Partner,10,29,0,78468.0,7,1,0.9999999999996394
0,321,Single,9,99,0,78901.0,3,1,0.9999999999912115
2,212,Partner,8,26,0,71427.0,2,0,1.0
0,909,Single,5,30,0,71022.0,2,1,0.9999999999335767
0,1184,Single,3,27,1,90247.0,4,1,0.9999999999765672
1,112,Single,4,24,0,41335.0,1,0,0.9999946984663981
1,656,Partner,8,93,0,71952.0,4,0,1.0
1,23,Single,1,34,0,35682.0,1,2,0.9976193848534848
0,537,Single,9,88,0,43185.0,3,1,0.9999999999699787
0,712,Partner,2,96,0,66375.0,4,1,0.9999999999455342
1,23,Partner,1,10,1,35178.0,1,2,0.9976797144784498
1,1,Partner,1,26,0,25252.0,0,2,0.9996299978300935
0,664,Single,7,49,0,55250.0,5,1,0.9999999999592486
1,6,Single,2,11,0,33249.0,1,2,0.9896831031870259
0,299,Partner,5,44,0,58398.0,4,1,0.9999999999052145
1,99,Partner,4,75,0,50272.0,1,0,0.9960791290060969
0,749,Partner,3,64,0,76618.0,2,1,0.9999999998512692
0,345,Single,5,19,1,87305.0,3,1,0.9999999999329106
1,9,Partner,2,45,0,25851.0,0,2,0.9993784141535419
0,440,Single,11,77,0,58710.0,5,1,0.9999999999971809
1,8,Single,1,9,0,45160.0,0,2,0.9964041955883067
0,670,Partner,5,1,0,74806.0,4,1,0.999999999932947
0,524,Partner,11,90,0,59111.0,1,1,0.9999999999896501
1,6,Partner,1,43,0,18988.0,0,2,0.9996710096477748
0,597,Partner,5,79,0,72190.0,6,1,0.9999999999878328
1,7,Partner,4,19,1,7500.0,1,2,0.9350922454942341
0,54,Partner,2,99,0,44794.0,0,1,0.5476589435369958
0,445,Partner,6,62,0,80395.0,5,1,0.9999999999885092
0,294,Single,3,41,0,75012.0,8,1,0.9999999999981268
2,292,Partner,6,60,0,56962.0,3,0,1.0
0,412,Partner,11,17,0,89891.0,6,1,0.9999999999997513
1,8,Single,0,24,0,35946.0,0,2,0.9990216115948872
1,349,Partner,7,60,0,53593.0,2,0,1.0
1,328,Partner,4,57,0,66373.0,2,0,1.0
1,144,Single,6,74,0,45072.0,1,0,0.9999999999983595
1,1126,Single,4,22,0,89694.0,3,0,1.0
0,967,Partner,4,46,1,72025.0,8,1,0.9999999999947358
0,432,Partner,8,69,0,67432.0,5,1,0.9999999999909237
0,138,Partner,4,29,0,70545.0,1,1,0.9999999996935438
1,0,Partner,1,37,0,17487.0,0,2,0.9996953519522426
0,509,Partner,7,26,0,62882.0,5,1,0.999999999969571
0,948,Single,6,8,0,64108.0,9,1,0.9999999999947518
1,39,Partner,3,26,0,34941.0,0,2,0.9935633933862041
1,28,Single,2,79,0,48767.0,1,2,0.9853607991299469
1,13,Partner,3,71,0,38702.0,0,2,0.973814377791591
0,307,Partner,6,83,0,82224.0,9,1,0.9999999999999449
0,901,Partner,4,57,0,83844.0,4,1,0.9999999999584102
1,2,Partner,2,37,0,17003.0,0,2,0.9994722006054728
0,283,Single,3,30,0,71163.0,8,1,0.9999999999966773
1,4,Single,1,34,0,33697.0,0,2,0.9992823420869555
0,769,Partner,10,0,1,63564.0,10,1,0.999999999999563
0,518,Partner,6,89,0,83443.0,10,1,0.99999999999996
0,350,Partner,3,92,0,51518.0,2,1,0.9999999997650981
0,445,Single,6,87,0,58330.0,4,1,0.9999999999528084
0,778,Partner,8,20,1,80952.0,5,1,0.9999999999893707
0,709,Partner,8,56,0,75507.0,6,1,0.9999999999949987
0,359,Partner,7,28,0,63855.0,3,1,0.9999999999413105
0,799,Partner,7,55,1,62220.0,6,1,0.9999999999854587
0,895,Partner,3,25,0,58512.0,4,1,0.9999999999187743
1,40,Partner,2,0,0,40662.0,1,2,0.9947590154945876
0,76,Partner,3,86,0,38829.0,2,1,0.9991753975050859
1,11,Partner,3,8,0,35523.0,0,2,0.9761213783630497
1,245,Single,8,33,0,79146.0,1,0,1.0
0,647,Partner,6,13,0,78285.0,4,1,0.9999999999547087
1,39,Single,2,12,1,31626.0,1,2,0.9961028398469671
0,203,Single,2,92,0,75127.0,11,1,0.9999999999999805
0,138,Partner,3,90,0,48726.0,2,1,0.9999999997338689
0,587,Partner,3,8,0,74985.0,6,1,0.9999999999681455
0,595,Partner,11,6,0,67430.0,5,1,0.999999999996791
0,43,Partner,2,91,0,46891.0,1,2,0.5279967121494478
0,301,Partner,6,52,0,62058.0,1,1,0.9999999998466156
0,180,Partner,5,3,0,72063.0,2,1,0.9999999998912958
0,794,Partner,8,57,0,78939.0,5,1,0.9999999999909894
1,392,Single,7,9,1,42720.0,3,0,1.0
1,39,Partner,2,22,0,33622.0,0,2,0.9977175120710435
0,107,Partner,0,76,0,6835.0,0,1,0.9999999904930483
1,13,Partner,1,86,0,41452.0,0,2,0.9989418087209151
0,70,Single,2,64,0,40760.0,1,1,0.9465532848294481
0,680,Partner,2,90,0,74250.0,11,1,0.9999999999997637
1,26,Single,1,79,0,51124.0,0,2,0.9969280478545737
0,522,Single,6,28,0,72258.0,9,1,0.9999999999989084
0,412,Single,4,86,0,71466.0,4,1,0.9999999999552149
1,6,Partner,1,42,0,36283.0,0,2,0.9991177387132326
1,2,Single,1,39,0,20587.0,1,2,0.9987266415743518
1,1,Partner,1,8,0,30467.0,0,2,0.9994244054565862
1,6,Partner,1,40,0,31590.0,0,2,0.9994981571504827
1,4,Partner,2,5,0,20425.0,0,2,0.9994396755723446
1,18,Partner,3,96,0,17144.0,0,2,0.9983226066781935
0,324,Single,6,28,1,42564.0,8,1,0.9999999998905187
1,327,Partner,7,22,0,43783.0,1,0,1.0
0,229,Single,7,30,0,40780.0,1,1,0.9999999998022142
0,521,Partner,3,45,0,62847.0,6,1,0.9999999999387739
0,184,Partner,5,58,1,82017.0,4,1,0.9999999999863496
0,4,Single,2,49,0,16813.0,0,2,0.9961740497018825
1,183,Partner,3,37,0,51267.0,3,0,1.0
0,31,Single,1,70,0,46524.0,1,2,0.6515023562162624
0,219,Single,4,33,0,45183.0,1,1,0.9999999994701501
0,479,Partner,10,98,0,70421.0,3,1,0.9999999999917621
0,584,Single,11,17,0,60161.0,4,1,0.9999999999931459
0,627,Partner,6,54,0,73926.0,5,1,0.9999999999781792
1,24,Partner,4,39,0,19329.0,0,2,0.9654410533946323
0,330,Partner,4,81,0,61872.0,4,1,0.9999999999297247
1,19,Single,1,71,0,46984.0,0,2,0.997980859502064
1,28,Partner,2,62,0,34838.0,1,2,0.9978793615455825
0,606,Single,6,8,0,82716.0,8,1,0.9999999999986926
0,1039,Partner,2,76,1,48192.0,8,1,0.999999999968777
0,411,Partner,7,66,0,49681.0,1,1,0.999999999899067
0,34,Partner,1,83,0,56850.0,1,1,0.8728549335241876
0,161,Partner,3,28,0,55267.0,4,1,0.999999999801163
1,623,Partner,3,87,0,59666.0,2,0,1.0
0,604,Single,5,43,0,72504.0,9,1,0.9999999999982845
0,3,Partner,1,0,0,26872.0,1,2,0.9814038175950891
1,12,Single,2,1,1,21359.0,0,2,0.9995183228049497
0,184,Single,5,1,0,73170.0,4,1,0.9999999999718465
0,393,Partner,5,72,0,52750.0,7,1,0.9999999999634959
0,410,Partner,5,72,0,91820.0,5,1,0.9999999999917666
0,376,Partner,5,12,0,65968.0,4,1,0.9999999999206639
1,7,Partner,1,89,0,30772.0,0,2,0.9996084615464292
0,68,Single,10,67,0,22507.0,2,1,0.9999999999024229
0,642,Partner,9,54,0,65685.0,2,1,0.9999999999703344
1,8,Partner,2,34,0,25804.0,0,2,0.9993369743383359
0,840,Single,5,15,1,76412.0,4,1,0.9999999999498224
1,7,Partner,2,43,0,22063.0,0,2,0.9994660328623877
0,464,Single,7,0,1,57091.0,3,1,0.9999999999093072
0,30,Partner,3,74,0,22419.0,2,1,0.656234301146
0,1492,Partner,5,61,1,87771.0,10,1,0.9999999999999485
0,752,Single,10,51,0,78353.0,2,1,0.99999999997664
1,1279,Partner,3,97,0,93404.0,4,0,1.0
1,22,Single,1,75,0,37859.0,0,2,0.9993082200222108
0,860,Single,8,83,0,80995.0,9,1,0.9999999999997762
1,3,Partner,1,23,0,16529.0,0,2,0.9996831384231307
1,10,Single,2,65,0,55412.0,0,2,0.759780285507003
0,351,Single,6,94,0,48789.0,4,1,0.9999999999249445
0,421,Partner,7,42,0,56575.0,3,1,0.9999999999221925
1,2,Partner,2,10,0,25130.0,0,2,0.9990491994896734
1,25,Partner,1,94,0,35441.0,0,2,0.9993142755855002
0,336,Partner,6,50,0,71391.0,5,1,0.9999999999848579
1,191,Single,6,46,0,49494.0,1,0,1.0
0,563,Single,7,98,0,81702.0,7,1,0.9999999999989564
0,31,Single,1,42,0,45889.0,0,2,0.8973450523433618
0,479,Single,7,30,0,56628.0,6,1,0.9999999999696083
1,18,Partner,2,11,0,34026.0,1,2,0.9966647174115434
0,91,Partner,3,61,0,40049.0,2,1,0.9999830493812146
1,5,Single,3,12,0,34176.0,0,2,0.955088118957633
1,2,Partner,4,76,0,19419.0,0,2,0.8700489650674146
0,362,Partner,3,2,0,82504.0,6,1,0.9999999999896971
0,724,Partner,5,43,1,81205.0,6,1,0.999999999987855
0,605,Single,3,27,0,61618.0,6,1,0.9999999999167715
0,547,Single,7,60,0,55284.0,5,1,0.9999999999606834
0,104,Single,3,79,0,49980.0,1,1,0.9999939879631988
2,8,Partner,3,96,0,15072.0,1,2,0.999999999644702
0,224,Single,5,17,0,49166.0,3,1,0.9999999997235212
0,384,Partner,6,0,0,65324.0,2,1,0.999999999864702
0,556,Partner,7,38,0,82347.0,7,1,0.9999999999981521
1,24,Partner,1,43,0,30843.0,1,2,0.9980148666422669
0,408,Partner,7,1,1,46374.0,1,1,0.9999999998435642
0,265,Single,10,25,0,60474.0,2,1,0.9999999999826583
0,34,Partner,1,2,0,38576.0,0,2,0.9584802395609862
2,374,Partner,6,66,0,55357.0,2,0,1.0
1,27,Partner,1,49,0,37758.0,0,2,0.9990975546517739
0,600,Partner,6,5,0,85710.0,9,1,0.9999999999996749
1,13,Partner,2,71,0,23228.0,0,2,0.9995368139275239
1,167,Partner,6,35,0,44602.0,1,0,1.0
0,0,Partner,0,94,0,7500.0,0,2,0.9956007018838375
1,46,Partner,4,80,0,38683.0,1,2,0.9213816883814543
1,88,Single,6,61,0,49514.0,1,0,0.9997746265568239
0,243,Partner,4,29,0,57906.0,2,1,0.9999999997234861
0,275,Single,5,0,0,43456.0,1,1,0.999999999538268
2,6,Single,1,80,0,19485.0,0,2,0.9999999999558211
0,121,Partner,2,54,0,53172.0,3,1,0.9999999996871267
1,4,Partner,2,71,0,30545.0,0,2,0.9986621162727057
0,1308,Partner,5,27,0,70123.0,7,1,0.9999999999976854
0,515,Single,5,61,0,62450.0,5,1,0.9999999999507576
1,4,Partner,4,55,0,21675.0,0,2,0.8357641401079068
1,48,Single,3,35,0,42395.0,1,2,0.9793818849423757
1,562,Partner,5,34,0,61346.0,7,0,1.0
0,769,Partner,4,95,0,80812.0,8,1,0.9999999999985052
1,379,Single,6,64,0,42835.0,6,0,1.0
1,29,Partner,3,30,0,39922.0,0,2,0.990649953188984
0,387,Single,6,12,0,86424.0,9,1,0.9999999999999005
1,12,Partner,3,96,0,17117.0,1,2,0.9976272721544172
1,6,Single,3,16,1,24762.0,1,2,0.9786965553186846
0,27,Partner,2,16,0,35797.0,0,2,0.9603170012909209
2,9,Single,0,78,0,36627.0,0,2,0.9999999998897771
1,22,Partner,2,83,0,51111.0,0,2,0.9890422119639989
0,899,Single,5,96,1,86857.0,6,1,0.9999999999947793
0,889,Partner,3,67,0,82072.0,2,1,0.9999999998875451
2,189,Single,6,87,0,46231.0,1,0,1.0
1,48,Partner,2,34,0,42243.0,0,2,0.9940071173906176
1,230,Partner,9,46,0,51195.0,2,0,1.0
0,852,Single,2,7,0,68092.0,6,1,0.9999999999497566
1,35,Partner,2,73,0,31814.0,0,2,0.9985016030853162
1,205,Single,5,54,0,51390.0,2,0,1.0
0,255,Partner,3,93,0,76630.0,10,1,0.9999999999999414
1,0,Single,1,52,0,26868.0,0,2,0.9995638122377777
0,437,Single,7,53,1,48948.0,10,1,0.9999999999923919
0,825,Single,8,81,0,55260.0,10,1,0.9999999999981934
0,316,Partner,6,8,1,64090.0,9,1,0.999999999998276
0,756,Single,10,97,0,78331.0,6,1,0.9999999999988116
1,194,Partner,4,50,0,37087.0,2,0,1.0
1,7,Single,4,38,0,21846.0,0,2,0.8702338630040409
0,183,Partner,4,61,0,81320.0,3,1,0.9999999999549916
0,171,Single,4,46,0,54137.0,1,1,0.9999999996725797
0,243,Partner,4,73,0,66825.0,5,1,0.9999999999756337
