MntWines,Income,Kidhome,Marital_Status,cluster_kmeans
14,41021.0,1,Partner,1
80,40233.0,0,Partner,2
97,50183.0,1,Partner,1
197,54753.0,0,Partner,2
693,92955.0,0,Partner,0
43,33471.0,1,Partner,1
14,34596.0,1,Partner,1
186,44010.0,1,Partner,1
434,84219.0,0,Partner,0
59,40706.0,2,Partner,1
16,15716.0,1,Partner,1
230,59052.0,0,Single,2
829,80573.0,0,Partner,0
318,83715.0,0,Partner,0
1206,82576.0,0,Partner,0
292,56962.0,2,Partner,1
30,35704.0,1,Partner,1
729,53103.0,0,Partner,0
12,46779.0,1,Single,1
2,4861.0,0,Single,2
22,33462.0,1,Single,1
587,63693.0,0,Single,0
674,80763.0,0,Partner,0
284,65352.0,0,Partner,2
1023,82170.0,0,Partner,0
1394,75759.0,0,Partner,0
311,79689.0,0,Single,2
27,35340.0,1,Single,1
1296,85683.0,0,Single,0
3,24884.0,1,Partner,1
393,42021.0,1,Partner,1
218,64449.0,1,Single,1
66,64587.0,1,Single,1
4,34824.0,0,Single,2
795,75437.0,0,Partner,0
15,26091.0,1,Partner,1
384,52845.0,1,Partner,1
244,46086.0,0,Single,2
158,78028.0,0,Single,2
1285,95169.0,0,Single,0
349,56337.0,1,Partner,1
4,22434.0,1,Partner,1
223,36930.0,0,Partner,2
157,36130.0,0,Single,2
397,65569.0,0,Partner,2
901,83844.0,0,Partner,0
14,19514.0,1,Partner,1
10,36736.0,1,Single,1
1230,77568.0,0,Partner,0
81,49187.0,0,Partner,2
154,30168.0,1,Single,1
63,34053.0,0,Partner,2
30,38196.0,1,Partner,1
90,59412.0,0,Partner,2
635,70924.0,0,Partner,0
127,54165.0,0,Partner,2
13,32300.0,1,Partner,1
18,20180.0,0,Single,2
45,34961.0,1,Partner,1
38,28440.0,1,Partner,1
986,64504.0,1,Partner,0
61,33564.0,0,Partner,2
4,17345.0,1,Partner,1
201,56320.0,0,Partner,2
19,28647.0,1,Single,1
4,15038.0,1,Single,1
18,32173.0,0,Single,2
806,68316.0,0,Partner,0
380,74538.0,0,Partner,0
576,91700.0,0,Single,0
458,68695.0,0,Partner,0
5,31056.0,1,Partner,1
350,79593.0,0,Partner,0
39,28071.0,0,Single,2
26,37334.0,1,Partner,1
68,46423.0,1,Single,1
45,37126.0,1,Partner,1
359,47703.0,0,Partner,2
403,61180.0,0,Partner,2
34,38998.0,1,Partner,1
73,8028.0,0,Single,2
292,76081.0,0,Partner,2
14,34728.0,1,Partner,1
80,33168.0,0,Single,2
30,33585.0,0,Partner,2
463,77037.0,0,Partner,0
75,35196.0,1,Partner,1
538,44529.0,0,Partner,2
635,70924.0,0,Partner,0
8,28764.0,1,Partner,1
1315,69098.0,0,Partner,0
4,25959.0,1,Single,1
12,27100.0,1,Partner,1
347,70596.0,0,Single,2
192,42557.0,0,Partner,2
241,53312.0,0,Partner,2
631,72228.0,0,Single,0
336,67605.0,0,Partner,2
1099,62845.0,1,Partner,0
743,65196.0,0,Partner,0
124,42000.0,0,Single,2
15,35860.0,1,Single,1
397,65526.0,0,Partner,2
10,16860.0,1,Partner,1
530,83528.0,0,Single,0
1215,64176.0,0,Single,0
3,22304.0,0,Single,2
444,67023.0,0,Partner,0
26,32892.0,1,Partner,1
736,70713.0,0,Partner,0
473,59925.0,0,Partner,2
32,39722.0,0,Partner,2
288,46610.0,0,Partner,2
1050,88347.0,0,Partner,0
1001,87171.0,0,Partner,0
9,26907.0,1,Partner,1
234,50014.0,1,Single,1
7,41014.0,1,Partner,1
251,66294.0,0,Single,2
172,36715.0,1,Partner,1
565,79456.0,0,Partner,0
5,40479.0,1,Partner,1
918,75345.0,0,Single,0
652,54233.0,0,Partner,0
4,24163.0,1,Single,1
152,84460.0,0,Partner,2
8,43776.0,1,Partner,1
336,71691.0,0,Single,2
938,85844.0,0,Partner,0
68,39190.0,1,Single,1
227,71367.0,0,Partner,2
38,38578.0,1,Single,1
105,57236.0,1,Partner,1
162,61825.0,0,Single,2
574,79803.0,0,Single,0
160,80910.0,0,Single,2
6,27590.0,1,Partner,1
614,56775.0,0,Partner,0
897,83829.0,0,Single,0
70,54210.0,0,Partner,2
120,38508.0,1,Partner,1
211,53187.0,1,Partner,1
11,30023.0,1,Partner,1
760,76045.0,0,Single,0
53,50870.0,0,Partner,2
7,15315.0,0,Partner,2
391,65463.0,1,Partner,1
199,66480.0,1,Partner,1
516,76773.0,0,Single,0
709,81698.0,0,Single,0
12,54466.0,1,Single,1
1000,98777.0,0,Single,0
19,16269.0,1,Single,1
1224,71819.0,0,Partner,0
16,33569.0,1,Partner,1
88,36262.0,0,Partner,2
2,22634.0,0,Partner,2
508,47025.0,0,Partner,2
381,70566.0,0,Single,2
74,31605.0,1,Partner,1
146,52034.0,1,Single,1
23,48526.0,1,Single,1
110,46734.0,0,Partner,2
165,39552.0,1,Single,1
957,86358.0,1,Single,0
41,46931.0,2,Partner,1
1,16581.0,0,Single,2
176,63998.0,0,Single,2
815,67381.0,0,Partner,0
6,25930.0,1,Single,1
8,42693.0,1,Partner,1
717,85606.0,0,Partner,0
1067,72903.0,0,Single,0
166,49669.0,1,Partner,1
29,36778.0,1,Partner,1
714,85696.0,0,Single,0
8,10979.0,0,Single,2
229,49678.0,0,Partner,2
320,56129.0,0,Partner,2
23,37155.0,1,Partner,1
1,21282.0,1,Single,1
56,33419.0,0,Single,2
508,63285.0,0,Single,0
29,21255.0,1,Partner,1
46,42162.0,1,Partner,1
454,54450.0,1,Partner,1
350,57744.0,0,Partner,2
10,26576.0,1,Single,1
735,57513.0,0,Single,0
897,68142.0,0,Partner,0
5,7500.0,0,Partner,2
777,83145.0,0,Partner,0
162,54197.0,0,Partner,2
35,23091.0,1,Single,1
342,46049.0,1,Partner,1
258,56715.0,0,Partner,2
658,79410.0,0,Partner,0
356,57304.0,0,Partner,2
213,44375.0,0,Partner,2
454,54450.0,1,Partner,1
457,59594.0,0,Partner,2
241,80685.0,0,Partner,2
210,40344.0,0,Partner,2
441,62710.0,0,Partner,2
19,48985.0,0,Partner,2
28,35322.0,1,Partner,1
476,77142.0,0,Partner,0
364,81657.0,0,Single,0
0,14421.0,0,Partner,2
0,20130.0,0,Partner,2
863,74214.0,0,Partner,0
349,66726.0,1,Partner,1
5,23724.0,1,Partner,1
184,47353.0,0,Partner,2
8,33444.0,1,Partner,1
277,54386.0,0,Partner,2
44,28510.0,1,Single,1
1156,90638.0,0,Single,0
373,48070.0,0,Partner,2
134,43140.0,0,Partner,2
1148,54959.0,0,Single,0
6,15056.0,1,Single,1
4,26954.0,1,Single,1
5,22327.0,1,Single,1
24,44393.0,1,Partner,1
899,62000.0,0,Single,0
108,31497.0,0,Partner,2
27,45894.0,0,Partner,2
816,78579.0,0,Single,0
1298,67369.0,0,Single,0
10,58401.0,0,Single,2
87,62307.0,0,Single,2
57,43641.0,1,Partner,1
635,63841.0,0,Single,0
43,46891.0,0,Partner,2
964,70091.0,1,Partner,0
572,78075.0,0,Partner,0
341,59184.0,0,Single,2
63,54809.0,1,Partner,1
221,58113.0,0,Partner,2
140,51412.0,0,Partner,2
1,15287.0,1,Single,1
291,66636.0,0,Partner,2
544,50965.0,0,Partner,2
684,84618.0,0,Partner,0
1,18351.0,0,Partner,2
35,40451.0,0,Partner,2
87,36317.0,0,Partner,2
309,42213.0,0,Partner,2
172,65748.0,0,Partner,2
625,77044.0,0,Partner,0
972,74918.0,0,Partner,0
157,56721.0,1,Partner,1
48,42160.0,1,Single,1
279,61559.0,0,Single,2
132,33629.0,1,Partner,1
919,68682.0,0,Partner,0
62,34377.0,0,Single,2
1,8940.0,1,Single,1
2,26228.0,1,Partner,1
408,77297.0,0,Single,0
51,40211.0,1,Partner,1
62,33438.0,1,Single,1
952,75032.0,0,Partner,0
618,61284.0,0,Single,0
11,22518.0,1,Partner,1
318,54730.0,0,Partner,2
56,38452.0,1,Partner,1
110,44421.0,1,Single,1
23,38197.0,1,Partner,1
27,41986.0,0,Single,2
18,28427.0,1,Partner,1
18,37395.0,1,Partner,1
303,64722.0,1,Partner,1
97,55249.0,0,Partner,2
997,84906.0,0,Partner,0
5,28691.0,1,Partner,1
95,44213.0,1,Single,1
1,25707.0,1,Single,1
46,59062.0,2,Partner,1
411,76624.0,0,Single,0
244,66000.0,0,Partner,2
152,27683.0,1,Partner,1
1,1730.0,0,Single,2
10,7500.0,1,Single,1
12,40521.0,1,Partner,1
5,20427.0,1,Partner,1
790,65106.0,0,Partner,0
882,69969.0,0,Partner,0
615,67433.0,0,Partner,0
1004,77766.0,0,Partner,0
133,74716.0,0,Partner,2
595,68118.0,0,Single,0
293,55158.0,1,Partner,1
313,62972.0,0,Partner,2
151,74190.0,0,Partner,2
15,39356.0,1,Partner,1
736,76653.0,0,Partner,0
15,35860.0,1,Single,1
982,90687.0,0,Single,0
1142,73450.0,0,Partner,0
28,31454.0,1,Partner,1
46,47139.0,1,Single,1
897,83829.0,0,Single,0
489,53378.0,1,Partner,1
25,19656.0,1,Partner,1
145,45579.0,0,Partner,2
630,85485.0,0,Single,0
760,55956.0,0,Partner,0
420,64191.0,0,Single,2
125,38808.0,1,Single,1
464,57183.0,1,Partner,1
6,23748.0,1,Single,1
1090,66303.0,0,Partner,0
3,37368.0,1,Partner,1
24,40800.0,1,Partner,1
737,71847.0,0,Single,0
254,46149.0,0,Partner,2
817,78687.0,0,Partner,0
620,49118.0,0,Single,0
13,37633.0,1,Partner,1
113,39767.0,0,Partner,2
7,26997.0,0,Partner,2
16,33986.0,1,Single,1
462,57091.0,0,Partner,2
22,46831.0,1,Partner,1
968,83151.0,0,Partner,0
283,52531.0,0,Partner,2
1,15759.0,0,Partner,2
14,22804.0,1,Single,1
30,43050.0,1,Partner,1
4,42997.0,1,Single,1
52,48918.0,1,Single,1
62,60033.0,0,Partner,2
20,34043.0,1,Partner,1
545,57811.0,0,Partner,0
558,78569.0,0,Partner,0
6,7500.0,1,Single,1
39,157733.0,1,Partner,0
1111,94384.0,0,Partner,0
4,23148.0,0,Partner,2
183,44267.0,1,Single,1
546,71626.0,0,Partner,0
606,60894.0,0,Partner,0
266,50200.0,1,Partner,1
1142,81051.0,0,Partner,0
1074,65169.0,0,Partner,0
771,59868.0,0,Partner,0
371,65695.0,0,Partner,2
556,64857.0,0,Single,0
202,45143.0,0,Partner,2
209,74805.0,0,Partner,2
35,59060.0,1,Partner,1
37,27238.0,1,Single,1
171,47009.0,0,Partner,2
12,46094.0,1,Partner,1
44,40321.0,1,Partner,1
20,37235.0,1,Partner,1
779,81843.0,0,Partner,0
170,46692.0,0,Partner,2
491,77382.0,0,Partner,0
173,37774.0,2,Single,1
7,18393.0,1,Partner,1
1205,72828.0,0,Partner,0
10,24711.0,0,Partner,2
97,45503.0,1,Partner,1
67,6560.0,0,Single,2
345,71604.0,0,Partner,2
6,27244.0,1,Partner,1
73,48752.0,1,Partner,1
711,71434.0,0,Partner,0
774,90842.0,0,Single,0
163,88097.0,1,Partner,1
82,51948.0,0,Partner,2
358,71853.0,0,Partner,2
66,35876.0,0,Partner,2
13,40049.0,0,Single,2
139,39660.0,1,Single,1
274,50127.0,0,Partner,2
262,43263.0,0,Partner,2
1099,62845.0,1,Partner,0
32,18929.0,0,Partner,2
2,24367.0,1,Single,1
6,33249.0,1,Single,1
6,26887.0,0,Partner,2
135,50150.0,0,Partner,2
641,62061.0,0,Partner,0
714,85696.0,0,Single,0
794,76542.0,0,Partner,0
420,70515.0,0,Single,0
1,18227.0,1,Partner,1
86,69139.0,0,Partner,2
823,69109.0,0,Partner,0
231,69627.0,0,Single,2
8,38136.0,1,Partner,1
182,62159.0,0,Single,2
557,80695.0,0,Single,0
79,33316.0,1,Single,1
368,58554.0,1,Partner,1
6,17256.0,1,Partner,1
160,53034.0,1,Single,1
488,52203.0,0,Partner,2
691,59601.0,0,Single,0
543,75154.0,0,Single,0
254,47025.0,0,Single,2
5,37971.0,1,Partner,1
112,41335.0,1,Single,1
134,67267.0,0,Partner,2
143,57338.0,0,Single,2
51,50523.0,1,Partner,1
27,35791.0,2,Single,1
459,50611.0,0,Single,2
689,56242.0,0,Partner,0
283,48904.0,0,Single,2
347,56243.0,1,Single,1
5,21355.0,1,Partner,1
280,57420.0,0,Partner,2
95,46390.0,0,Single,2
84,54342.0,1,Partner,1
18,20895.0,1,Partner,1
992,92344.0,0,Partner,0
9,26907.0,1,Partner,1
19,44964.0,1,Partner,1
709,75507.0,0,Partner,0
158,53761.0,1,Partner,1
10,22682.0,1,Partner,1
25,38887.0,1,Partner,1
8,41658.0,1,Single,1
14,29791.0,1,Partner,1
622,63915.0,0,Partner,0
11,39996.0,1,Single,1
25,26759.0,1,Single,1
635,63841.0,0,Single,0
100,51039.0,1,Partner,1
201,60544.0,1,Partner,1
642,65685.0,0,Partner,0
97,37716.0,0,Partner,2
204,36864.0,0,Single,2
513,44511.0,1,Partner,1
88,36947.0,1,Partner,1
172,47352.0,0,Partner,2
329,67087.0,0,Partner,2
296,57045.0,0,Partner,2
100,36957.0,1,Single,1
422,69389.0,0,Partner,0
1218,80134.0,1,Partner,0
5,43142.0,1,Partner,1
507,80589.0,0,Partner,0
52,34412.0,1,Single,1
191,57537.0,1,Single,1
2,22634.0,0,Partner,2
68,51315.0,0,Partner,2
20,36026.0,2,Partner,1
20,24639.0,1,Partner,1
7,34578.0,2,Partner,1
279,65704.0,0,Single,2
977,63810.0,0,Single,0
30,54132.0,0,Partner,2
6,18690.0,0,Partner,2
3,28164.0,1,Partner,1
14,34596.0,1,Partner,1
10,43269.0,1,Partner,1
7,38741.0,1,Single,1
33,31907.0,0,Single,2
12,27100.0,1,Partner,1
2,31163.0,1,Single,1
693,92533.0,0,Partner,0
9,34853.0,1,Single,1
129,70844.0,1,Single,1
16,31086.0,1,Partner,1
201,60544.0,1,Partner,1
5,20491.0,0,Partner,2
14,42523.0,0,Partner,2
29,39922.0,1,Partner,1
26,33402.0,1,Partner,1
9,36408.0,1,Partner,1
14,21645.0,1,Partner,1
972,78427.0,0,Single,0
966,82657.0,0,Partner,0
99,51876.0,0,Partner,2
482,78041.0,0,Partner,0
714,52852.0,0,Partner,0
587,70038.0,0,Partner,0
399,69401.0,0,Partner,2
56,46053.0,1,Partner,1
227,77343.0,0,Partner,2
703,73892.0,0,Single,0
37,40304.0,1,Single,1
167,32727.0,0,Partner,2
458,68695.0,0,Partner,0
91,43300.0,0,Single,2
15,26290.0,1,Partner,1
1302,93790.0,0,Single,0
153,38410.0,0,Partner,2
508,64866.0,0,Single,0
290,57957.0,0,Partner,2
38,46015.0,1,Partner,1
2,16531.0,1,Partner,1
30,28072.0,1,Partner,1
386,49476.0,0,Single,2
443,50725.0,0,Partner,2
901,83844.0,0,Partner,0
9,41145.0,1,Partner,1
846,67419.0,0,Partner,0
8,23162.0,1,Partner,1
72,34380.0,1,Partner,1
29,34704.0,0,Single,2
169,94871.0,0,Partner,2
460,65148.0,0,Partner,0
69,39898.0,0,Partner,2
556,64857.0,0,Single,0
73,59892.0,0,Partner,2
112,41020.0,0,Single,2
944,57072.0,0,Partner,0
265,60474.0,0,Single,2
526,62807.0,0,Partner,0
2,19414.0,1,Partner,1
2,19107.0,1,Partner,1
378,75484.0,0,Partner,0
553,70379.0,0,Single,0
751,79419.0,0,Partner,0
406,64014.0,2,Partner,1
1449,76998.0,0,Partner,0
123,49854.0,1,Partner,1
267,60585.0,1,Partner,1
209,42873.0,1,Single,1
1259,87679.0,0,Partner,0
344,57867.0,1,Partner,1
22,35765.0,1,Partner,1
247,65492.0,0,Partner,2
38,32952.0,1,Single,1
896,53374.0,0,Partner,0
931,71706.0,0,Partner,0
758,68487.0,0,Partner,0
216,53253.0,1,Partner,1
2,31163.0,1,Single,1
244,42014.0,1,Partner,1
539,54108.0,1,Partner,1
1181,49667.0,0,Single,0
750,63206.0,0,Partner,0
306,57136.0,1,Partner,1
350,46772.0,0,Partner,2
331,78931.0,0,Partner,2
620,53977.0,0,Partner,0
434,84219.0,0,Partner,0
57,46098.0,1,Single,1
811,73538.0,0,Partner,0
423,79529.0,0,Partner,0
2,20981.0,0,Partner,2
60,51766.0,1,Single,1
675,55759.0,0,Partner,0
30,33039.0,1,Partner,1
40,37787.0,1,Partner,1
3,27242.0,1,Single,1
910,87188.0,0,Single,0
252,69930.0,0,Partner,2
34,37697.0,1,Single,1
19,37401.0,1,Partner,1
2,3502.0,1,Single,1
490,58597.0,1,Partner,1
332,82032.0,0,Single,0
53,28087.0,1,Partner,1
784,74004.0,0,Single,0
7,19740.0,0,Partner,2
1171,57036.0,0,Partner,0
215,53083.0,1,Partner,1
674,69283.0,0,Partner,0
57,46098.0,1,Single,1
5,23331.0,1,Partner,1
104,23331.0,1,Single,1
9,9255.0,1,Single,1
431,67786.0,0,Single,0
1000,71969.0,0,Partner,0
448,59235.0,1,Single,1
33,31928.0,1,Partner,1
505,74881.0,1,Partner,0
267,65819.0,0,Partner,2
14,51411.0,1,Single,1
631,51983.0,0,Single,0
65,42386.0,1,Partner,1
10,30390.0,0,Partner,2
51,30983.0,0,Single,2
293,66033.0,0,Single,2
11,37284.0,1,Partner,1
50,57530.0,0,Single,2
173,76800.0,0,Partner,2
423,63943.0,0,Partner,2
292,76081.0,0,Partner,2
757,67445.0,0,Partner,0
12,37054.0,1,Partner,1
167,47175.0,1,Partner,1
3,31859.0,1,Single,1
30,27215.0,2,Single,1
532,70179.0,0,Single,0
29,39922.0,1,Partner,1
411,49681.0,0,Partner,2
5,24645.0,1,Partner,1
71,79865.0,0,Single,2
46,44322.0,1,Partner,1
268,47958.0,0,Single,2
928,63972.0,0,Single,0
459,75315.0,0,Partner,0
483,55517.0,1,Partner,1
733,75283.0,1,Partner,0
1006,82800.0,0,Single,0
34,38998.0,1,Partner,1
1156,90638.0,0,Single,0
7,27161.0,1,Partner,1
244,42014.0,1,Partner,1
233,38201.0,0,Partner,2
35,45203.0,2,Partner,1
1252,81574.0,0,Partner,0
34,34935.0,0,Partner,2
255,60482.0,0,Single,2
8,34633.0,2,Partner,1
368,78093.0,0,Partner,0
255,82460.0,0,Single,2
33,45903.0,0,Partner,2
163,81361.0,0,Single,2
15,35860.0,1,Single,1
45,40442.0,1,Partner,1
48,61482.0,0,Partner,2
158,34968.0,1,Partner,1
754,75794.0,0,Partner,0
108,31497.0,0,Partner,2
199,74268.0,0,Partner,2
2,13724.0,1,Partner,1
202,45143.0,0,Partner,2
85,52569.0,0,Single,2
322,48432.0,0,Single,2
18,17144.0,1,Partner,1
141,36108.0,1,Single,1
739,76445.0,1,Partner,0
18,36663.0,1,Partner,1
378,53843.0,0,Partner,2
1083,90226.0,0,Partner,0
1016,70638.0,0,Single,0
23,44512.0,1,Partner,1
12,27116.0,1,Partner,1
35,54072.0,1,Partner,1
548,71855.0,0,Partner,0
342,51250.0,1,Single,1
365,60432.0,0,Partner,2
397,65526.0,0,Partner,2
456,68655.0,0,Single,0
5,12393.0,0,Partner,2
836,64509.0,0,Single,0
100,33955.0,1,Single,1
10,31353.0,1,Partner,1
238,55434.0,1,Partner,1
6,28359.0,1,Partner,1
158,57100.0,1,Single,1
86,69139.0,0,Partner,2
856,52973.0,0,Partner,0
98,51717.0,0,Partner,2
4,18793.0,1,Partner,1
398,66664.0,0,Partner,2
313,50664.0,1,Single,1
109,54414.0,1,Partner,1
216,54549.0,0,Partner,2
595,47111.0,0,Single,0
123,41003.0,0,Single,2
16,19444.0,1,Partner,1
11,36301.0,1,Partner,1
410,73059.0,0,Partner,0
159,42731.0,1,Partner,1
105,52854.0,1,Partner,1
5,22775.0,1,Partner,1
269,46681.0,0,Partner,2
629,59821.0,0,Partner,0
443,50002.0,0,Single,2
217,69755.0,0,Partner,2
24,44078.0,1,Partner,1
9,30560.0,1,Partner,1
8,35924.0,1,Partner,1
1459,64140.0,0,Single,0
230,56386.0,1,Partner,1
1,24594.0,1,Partner,1
340,75774.0,1,Partner,1
7,39228.0,0,Single,2
298,58494.0,0,Partner,2
479,58684.0,0,Single,2
267,57136.0,0,Single,2
67,56551.0,1,Single,1
3,22448.0,1,Partner,1
980,82014.0,0,Single,0
50,34213.0,1,Single,1
1,157146.0,0,Partner,0
19,25358.0,0,Single,2
30,35544.0,1,Single,1
213,36634.0,0,Partner,2
539,62670.0,0,Partner,0
284,50334.0,0,Partner,2
1003,72066.0,0,Single,0
239,50729.0,1,Single,1
51,34916.0,2,Partner,1
527,64892.0,0,Single,0
19,43602.0,1,Single,1
40,33996.0,0,Single,2
21,41473.0,1,Single,1
593,63246.0,0,Partner,0
21,36732.0,1,Partner,1
1181,69084.0,1,Partner,0
1004,77766.0,0,Partner,0
202,37929.0,0,Single,2
446,86610.0,0,Partner,0
1184,80141.0,0,Partner,0
390,72635.0,0,Partner,0
726,69016.0,0,Partner,0
8,20193.0,0,Partner,2
50,27573.0,1,Partner,1
1,15862.0,1,Single,1
308,49544.0,1,Partner,1
22,33228.0,1,Partner,1
690,70440.0,0,Partner,0
43,38232.0,1,Partner,1
27,22554.0,1,Partner,1
6,23536.0,1,Partner,1
205,49413.0,0,Partner,2
24,42231.0,1,Partner,1
667,78789.0,0,Single,0
691,56534.0,0,Partner,0
493,58350.0,0,Single,2
493,81217.0,0,Single,0
494,49090.0,0,Single,2
621,61787.0,0,Single,0
9,18169.0,1,Partner,1
1,24336.0,1,Single,1
12,18222.0,0,Partner,2
243,62335.0,0,Single,2
11,42033.0,1,Partner,1
532,86580.0,0,Partner,0
29,41437.0,1,Single,1
612,73705.0,0,Single,0
387,61064.0,0,Partner,2
56,38452.0,1,Partner,1
6,18358.0,1,Single,1
582,55012.0,0,Partner,0
6,9722.0,1,Partner,1
70,38175.0,1,Partner,1
962,58656.0,0,Partner,0
112,52117.0,0,Partner,2
293,64813.0,1,Partner,1
199,54222.0,0,Partner,2
1060,83512.0,0,Partner,0
940,77520.0,0,Partner,0
44,41154.0,0,Partner,2
342,80398.0,0,Partner,0
2,18746.0,1,Single,1
75,35196.0,1,Partner,1
520,60230.0,0,Single,0
5,22108.0,1,Partner,1
87,44392.0,1,Partner,1
462,55424.0,0,Partner,2
2,17688.0,1,Partner,1
979,92491.0,0,Partner,0
704,90273.0,0,Single,0
861,82571.0,0,Single,0
172,38513.0,1,Single,1
5,16653.0,1,Single,1
194,42586.0,1,Partner,1
9,23529.0,0,Single,2
505,74881.0,1,Partner,0
533,71107.0,0,Partner,0
48,46910.0,1,Partner,1
6,18690.0,0,Partner,2
18,37244.0,1,Single,1
482,82427.0,0,Partner,0
204,75342.0,0,Single,2
1073,70044.0,0,Single,0
245,79146.0,1,Single,1
560,77437.0,0,Partner,0
173,54984.0,0,Partner,2
22,42403.0,1,Partner,1
136,55761.0,0,Partner,2
275,37292.0,1,Partner,1
56,45576.0,0,Single,2
303,70321.0,0,Partner,2
708,58086.0,0,Single,0
324,81795.0,0,Partner,0
1,28389.0,0,Partner,2
620,66835.0,0,Partner,0
312,69901.0,0,Single,2
1493,80360.0,0,Partner,0
918,63342.0,0,Partner,0
98,44989.0,0,Partner,2
3,31859.0,1,Single,1
380,51569.0,0,Single,2
15,30372.0,1,Single,1
3,16014.0,1,Single,1
24,41120.0,1,Partner,1
80,39763.0,1,Single,1
31,38725.0,1,Partner,1
138,77981.0,1,Partner,1
166,62905.0,0,Partner,2
12,13533.0,1,Single,1
178,59481.0,0,Partner,2
707,72117.0,0,Partner,0
5,21955.0,1,Partner,1
465,67131.0,0,Partner,0
16,36802.0,1,Single,1
358,71853.0,0,Partner,2
1,28249.0,0,Partner,2
123,47808.0,0,Partner,2
40,25509.0,1,Single,1
102,51012.0,0,Partner,2
347,70596.0,0,Single,2
376,85431.0,0,Partner,0
21,42664.0,0,Partner,2
194,42586.0,1,Partner,1
64,29760.0,1,Single,1
206,28973.0,0,Partner,2
71,39435.0,1,Partner,1
71,65370.0,0,Partner,2
0,20194.0,1,Single,1
93,42473.0,1,Single,1
920,64590.0,0,Partner,0
653,71232.0,0,Partner,0
199,34600.0,1,Partner,1
153,46904.0,1,Single,1
376,49094.0,0,Partner,2
46,36075.0,1,Partner,1
600,60839.0,1,Partner,1
425,77298.0,0,Partner,0
18,34026.0,1,Partner,1
52,48918.0,1,Single,1
734,82122.0,0,Partner,0
34,37697.0,1,Single,1
135,34074.0,1,Partner,1
11,28520.0,1,Partner,1
163,62535.0,0,Single,2
29,36273.0,1,Single,1
734,63404.0,0,Partner,0
340,75774.0,1,Partner,1
453,78416.0,0,Partner,0
1073,75702.0,0,Partner,0
135,59385.0,1,Partner,1
231,37070.0,1,Single,1
18,44689.0,1,Partner,1
620,53977.0,0,Partner,0
81,7144.0,0,Single,2
12,18701.0,1,Single,1
292,90369.0,0,Partner,0
965,63159.0,0,Single,0
27,37758.0,1,Partner,1
777,46757.0,0,Single,0
572,79734.0,0,Partner,0
438,63207.0,0,Partner,2
531,72071.0,0,Single,0
17,21840.0,1,Partner,1
402,58582.0,0,Partner,2
503,72282.0,0,Single,0
369,50387.0,0,Partner,2
5,32583.0,1,Partner,1
362,62568.0,0,Partner,2
56,44635.0,1,Single,1
79,33316.0,1,Single,1
387,63967.0,0,Partner,2
367,52513.0,0,Partner,2
15,25293.0,1,Partner,1
267,54111.0,0,Single,2
298,78394.0,0,Partner,2
674,80739.0,0,Partner,0
16,22669.0,1,Partner,1
37,29236.0,1,Single,1
159,44911.0,0,Partner,2
686,54693.0,0,Partner,0
97,48186.0,1,Partner,1
63,54809.0,1,Partner,1
56,41580.0,1,Partner,1
209,80336.0,0,Partner,2
198,47743.0,0,Partner,2
313,62972.0,0,Partner,2
941,57333.0,0,Single,0
86,32313.0,1,Partner,1
167,84953.0,0,Single,2
8,27071.0,1,Single,1
389,68148.0,0,Partner,2
239,65735.0,1,Partner,1
179,86836.0,0,Partner,2
5,4023.0,1,Partner,1
2,30093.0,0,Partner,2
383,57705.0,0,Partner,2
2,25008.0,1,Single,1
536,83257.0,0,Single,0
2,22280.0,1,Partner,1
322,72159.0,0,Partner,2
539,64260.0,0,Partner,0
712,82733.0,0,Single,0
1121,74290.0,0,Single,0
68,58217.0,2,Single,1
36,21024.0,0,Partner,2
707,70116.0,0,Partner,0
174,54006.0,1,Partner,1
666,69063.0,0,Partner,0
0,11448.0,0,Single,2
162,61825.0,0,Single,2
407,70886.0,1,Partner,1
823,69109.0,0,Partner,0
488,60208.0,1,Single,1
28,32889.0,1,Partner,1
3,34738.0,1,Single,1
284,30538.0,1,Partner,1
938,82326.0,0,Partner,0
13,26642.0,1,Single,1
412,69932.0,0,Single,0
31,44503.0,1,Single,1
502,60200.0,0,Single,0
18,49638.0,0,Single,2
1,23830.0,0,Single,2
100,33051.0,0,Single,2
407,72905.0,0,Partner,0
664,69702.0,0,Partner,0
1045,70300.0,1,Single,0
1218,70643.0,0,Partner,0
15,30396.0,1,Partner,1
128,50616.0,0,Single,2
581,62772.0,0,Single,0
6,30298.0,0,Single,2
185,52413.0,1,Single,1
22,44155.0,1,Partner,1
584,86979.0,0,Single,0
355,76532.0,1,Partner,1
175,42081.0,1,Partner,1
864,67546.0,0,Partner,0
957,88420.0,0,Partner,0
25,31158.0,1,Partner,1
641,61671.0,0,Single,0
273,69719.0,0,Single,2
122,49160.0,0,Single,2
1,24882.0,1,Partner,1
1020,90933.0,0,Single,0
6,113734.0,0,Single,2
378,59292.0,0,Partner,2
42,45759.0,1,Partner,1
15,22148.0,0,Single,2
272,73395.0,0,Partner,2
9,29819.0,1,Single,1
279,45688.0,0,Partner,2
398,62820.0,0,Partner,2
637,60491.0,0,Partner,0
45,33235.0,1,Partner,1
21,35701.0,0,Partner,2
15,31535.0,1,Partner,1
493,92556.0,0,Partner,0
957,67384.0,0,Single,0
829,80573.0,0,Partner,0
1017,77870.0,0,Partner,0
953,52278.0,0,Single,0
