MntWines,Income,Kidhome,Marital_Status,cluster_em,cluster_em_probability
55,42429.0,0,Single,0,0.9999999981896055
5,26150.0,2,Single,2,1.0
8,30801.0,0,Partner,0,0.9999999964760633
410,81168.0,0,Partner,0,0.9999997459238411
101,26877.0,0,Single,0,0.9999999962950703
162,45006.0,0,Single,0,0.9999999965941342
2,18978.0,1,Partner,1,0.9999992451420272
25,22574.0,2,Partner,2,1.0
389,48240.0,0,Single,0,0.9999999864806135
215,45837.0,1,Partner,1,0.9999969038747332
27,35791.0,2,Single,2,1.0
85,162397.0,1,Partner,2,1.0
5,54162.0,1,Single,1,0.9999955532867947
179,30522.0,0,Partner,0,0.9999999853274462
352,54456.0,0,Partner,0,0.999999968284183
17,31632.0,0,Single,0,0.9999999984519512
625,72298.0,0,Single,0,0.9999999350084309
10,36975.0,1,Single,1,0.9999996572293118
390,72635.0,0,Partner,0,0.9999999017823397
10,13624.0,1,Partner,1,0.9999984921479114
215,84196.0,0,Single,0,0.999999886645129
1001,70971.0,0,Partner,0,0.9999981868243049
19,34487.0,1,Single,1,0.9999997026286171
41,28769.0,1,Single,1,0.999999682296841
1181,69084.0,1,Partner,2,1.0
603,65488.0,0,Partner,0,0.9999998394571681
129,62466.0,0,Partner,0,0.9999999822033027
10,32218.0,0,Single,0,0.9999999985496801
514,83917.0,0,Single,0,0.9999998755435227
14,46102.0,2,Single,2,1.0
387,84574.0,0,Single,0,0.9999998793735092
121,56181.0,0,Partner,0,0.9999999892618217
965,63120.0,0,Single,0,0.999999553219005
707,73691.0,0,Partner,0,0.999999649123825
571,63381.0,0,Partner,0,0.9999998710555283
586,76140.0,0,Partner,0,0.9999997538143824
1063,62859.0,0,Single,0,0.9999990387493806
305,45906.0,0,Single,0,0.9999999918630547
1200,77632.0,0,Partner,0,0.999993976150553
163,46463.0,1,Partner,1,0.9999983189420857
1009,105471.0,0,Partner,0,0.9999878694553787
125,55282.0,1,Single,1,0.9999982887376331
721,78710.0,0,Partner,0,0.9999995199049729
315,66886.0,0,Partner,0,0.999999952209355
1000,98777.0,0,Single,0,0.9999987534802599
16,29103.0,1,Partner,1,0.999999477143234
757,67445.0,0,Partner,0,0.999999604979294
30,50616.0,0,Partner,0,0.9999999947918177
219,49431.0,0,Single,0,0.9999999950998699
1,153924.0,0,Single,2,0.9998503240244598
111,61278.0,0,Partner,0,0.9999999848669444
45,26490.0,0,Partner,0,0.99999999431052
410,73059.0,0,Partner,0,0.9999998917181087
100,46734.0,1,Single,1,0.9999993529105777
509,56253.0,0,Partner,0,0.9999999163543745
3,19986.0,1,Partner,1,0.9999992984180458
445,58330.0,0,Single,0,0.999999981436906
2,25965.0,0,Partner,0,0.999999995965287
4,14661.0,0,Partner,0,0.9999999906524533
6,18690.0,0,Partner,0,0.9999999933281458
14,45068.0,0,Partner,0,0.9999999962170811
1,21063.0,1,Single,1,0.9999996434379629
26,29187.0,1,Partner,1,0.9999994599520453
111,54690.0,1,Partner,1,0.999996501733967
418,59304.0,0,Partner,0,0.9999999490540428
327,59247.0,0,Single,0,0.999999989155377
371,66731.0,0,Single,0,0.9999999810125717
275,77353.0,0,Partner,0,0.9999998733930306
789,52614.0,0,Single,0,0.9999997895499052
1,26751.0,2,Partner,2,1.0
1004,81300.0,0,Partner,0,0.9999981089951255
187,70337.0,0,Single,0,0.9999999836659273
56,36145.0,1,Partner,1,0.9999993608256261
365,65295.0,0,Single,0,0.9999999829888148
595,68118.0,0,Single,0,0.9999999514374908
1132,68743.0,0,Single,0,0.9999988551501485
34,41039.0,0,Partner,0,0.9999999961138144
116,38946.0,0,Partner,0,0.9999999933224366
565,65777.0,0,Partner,0,0.9999998675081371
372,66476.0,0,Single,0,0.9999999812566485
899,86857.0,0,Single,0,0.9999996256107363
55,160803.0,0,Partner,2,0.99999713739017
760,77845.0,0,Partner,0,0.9999994640558076
260,69476.0,0,Partner,0,0.9999999496250543
459,50611.0,0,Single,0,0.9999999795619152
466,61209.0,0,Single,0,0.9999999781257058
67,42315.0,0,Partner,0,0.99999999516033
2,13084.0,0,Partner,0,0.9999999892758895
67,47570.0,1,Single,1,0.9999992580915843
92,61923.0,0,Partner,0,0.9999999849048732
4,34824.0,0,Single,0,0.9999999986727222
20,26518.0,1,Single,1,0.9999996997960572
273,45938.0,0,Single,0,0.9999999933634811
434,78468.0,0,Partner,0,0.999999804660836
321,78901.0,0,Single,0,0.9999999458900858
212,71427.0,2,Partner,2,1.0
909,71022.0,0,Single,0,0.9999997518695848
1184,90247.0,0,Single,0,0.9999987853099054
112,41335.0,1,Single,1,0.9999995027163344
656,71952.0,1,Partner,2,0.7376658873069585
23,35682.0,1,Single,1,0.999999688592205
537,43185.0,0,Single,0,0.9999999502337399
712,66375.0,0,Partner,0,0.9999996994209369
23,35178.0,1,Partner,1,0.9999993987570153
1,25252.0,1,Partner,1,0.9999994718853946
664,55250.0,0,Single,0,0.9999999279651676
6,33249.0,1,Single,1,0.9999997132074585
299,58398.0,0,Partner,0,0.9999999730793675
99,50272.0,1,Partner,1,0.9999980568465517
749,76618.0,0,Partner,0,0.9999995182692386
345,87305.0,0,Single,0,0.999999820082148
9,25851.0,1,Partner,1,0.999999463672342
440,58710.0,0,Single,0,0.99999998178874
8,45160.0,1,Single,1,0.9999991875703348
670,74806.0,0,Partner,0,0.9999996862167654
524,59111.0,0,Partner,0,0.9999999073016504
6,18988.0,1,Partner,1,0.9999992186480157
597,72190.0,0,Partner,0,0.9999997990718625
7,7500.0,1,Partner,1,0.999996001654792
54,44794.0,0,Partner,0,0.9999999953123844
445,80395.0,0,Partner,0,0.9999997526663837
294,75012.0,0,Single,0,0.9999999671658891
292,56962.0,2,Partner,2,1.0
412,89891.0,0,Partner,0,0.9999991261205866
8,35946.0,1,Single,1,0.9999996763739789
349,53593.0,1,Partner,1,0.9999530994761512
328,66373.0,1,Partner,1,0.9999533013427926
144,45072.0,1,Single,1,0.9999992922996004
1126,89694.0,1,Single,2,0.9999999999999956
967,72025.0,0,Partner,0,0.9999985717944713
432,67432.0,0,Partner,0,0.9999999226367938
138,70545.0,0,Partner,0,0.999999957359794
0,17487.0,1,Partner,1,0.9999991507855572
509,62882.0,0,Partner,0,0.9999999089161934
948,64108.0,0,Single,0,0.999999622536935
39,34941.0,1,Partner,1,0.9999994037383574
28,48767.0,1,Single,1,0.9999988499650247
13,38702.0,1,Partner,1,0.9999992148466861
307,82224.0,0,Partner,0,0.9999997439397682
901,83844.0,0,Partner,0,0.999998693867035
2,17003.0,1,Partner,1,0.9999990910104489
283,71163.0,0,Single,0,0.9999999785910794
4,33697.0,1,Single,1,0.9999997076364285
769,63564.0,0,Partner,0,0.9999995677105329
518,83443.0,0,Partner,0,0.9999995959879228
350,51518.0,0,Partner,0,0.9999999696336013
445,58330.0,0,Single,0,0.999999981436906
778,80952.0,0,Partner,0,0.9999993157594705
709,75507.0,0,Partner,0,0.9999996160205233
359,63855.0,0,Partner,0,0.9999999536538475
799,62220.0,0,Partner,0,0.9999994556093242
895,58512.0,0,Partner,0,0.9999986860441731
40,40662.0,1,Partner,1,0.9999991669512399
76,38829.0,0,Partner,0,0.9999999949317537
11,35523.0,1,Partner,1,0.9999993730571337
245,79146.0,1,Single,1,0.9998399592339472
647,78285.0,0,Partner,0,0.9999996445797762
39,31626.0,1,Single,1,0.9999997027365877
203,75127.0,0,Single,0,0.9999999703557712
138,48726.0,0,Partner,0,0.999999991677619
587,74985.0,0,Partner,0,0.9999997718759623
595,67430.0,0,Partner,0,0.999999837503231
43,46891.0,0,Partner,0,0.9999999952990066
301,62058.0,0,Partner,0,0.9999999673209624
180,72063.0,0,Partner,0,0.9999999444762897
794,78939.0,0,Partner,0,0.9999993464943063
392,42720.0,1,Single,1,0.9996173470680303
39,33622.0,1,Partner,1,0.9999994244385673
107,6835.0,0,Partner,0,0.9999999212291688
13,41452.0,1,Partner,1,0.9999989673811742
70,40760.0,0,Single,0,0.9999999980495362
680,74250.0,0,Partner,0,0.9999996814071049
26,51124.0,1,Single,1,0.999998239506479
522,72258.0,0,Single,0,0.999999955235345
412,71466.0,0,Single,0,0.9999999697705584
6,36283.0,1,Partner,1,0.9999993298428799
2,20587.0,1,Single,1,0.9999996274146864
1,30467.0,1,Partner,1,0.9999994801288922
6,31590.0,1,Partner,1,0.99999946695627
4,20425.0,1,Partner,1,0.9999993157815914
18,17144.0,1,Partner,1,0.9999989313708405
324,42564.0,0,Single,0,0.999999989997546
327,43783.0,1,Partner,1,0.9999514325937037
229,40780.0,0,Single,0,0.999999994589782
521,62847.0,0,Partner,0,0.9999999029980284
184,82017.0,0,Partner,0,0.9999997689814162
4,16813.0,0,Single,0,0.9999999966658262
183,51267.0,1,Partner,1,0.9999973988400184
31,46524.0,0,Single,0,0.9999999982436467
219,45183.0,0,Single,0,0.9999999952227672
479,70421.0,0,Partner,0,0.9999998876959736
584,60161.0,0,Single,0,0.9999999599013795
627,73926.0,0,Partner,0,0.9999997498259312
24,19329.0,1,Partner,1,0.9999990917988825
330,61872.0,0,Partner,0,0.9999999633271901
19,46984.0,1,Single,1,0.9999990471071892
28,34838.0,1,Partner,1,0.999999409395809
606,82716.0,0,Single,0,0.999999871885181
1039,48192.0,0,Partner,0,0.9999869259641977
411,49681.0,0,Partner,0,0.9999999542169294
34,56850.0,0,Partner,0,0.9999999919613991
161,55267.0,0,Partner,0,0.9999999878640704
623,59666.0,1,Partner,2,0.7237914001102501
604,72504.0,0,Single,0,0.9999999394045426
3,26872.0,0,Partner,0,0.9999999960978982
12,21359.0,1,Single,1,0.9999996180545577
184,73170.0,0,Single,0,0.9999999773312205
393,52750.0,0,Partner,0,0.999999960030144
410,91820.0,0,Partner,0,0.9999988001274658
376,65968.0,0,Partner,0,0.9999999436144102
7,30772.0,1,Partner,1,0.999999477038612
68,22507.0,0,Single,0,0.9999999962372419
642,65685.0,0,Partner,0,0.9999998003911713
8,25804.0,1,Partner,1,0.9999994652367379
840,76412.0,0,Single,0,0.9999998144827996
7,22063.0,1,Partner,1,0.999999373277869
464,57091.0,0,Single,0,0.9999999797510848
30,22419.0,0,Partner,0,0.9999999936395776
1492,87771.0,0,Partner,0,0.9999667159788275
752,78353.0,0,Single,0,0.999999859260199
1279,93404.0,1,Partner,2,1.0
22,37859.0,1,Single,1,0.9999996490382722
860,80995.0,0,Single,0,0.9999997616891463
3,16529.0,1,Partner,1,0.9999990343958495
10,55412.0,1,Single,1,0.9999945560305951
351,48789.0,0,Single,0,0.9999999894758282
421,56575.0,0,Partner,0,0.9999999510380059
2,25130.0,1,Partner,1,0.9999994680794153
25,35441.0,1,Partner,1,0.9999993924206353
336,71391.0,0,Partner,0,0.9999999251280204
191,49494.0,1,Single,1,0.9999986992653072
563,81702.0,0,Single,0,0.9999998933916053
31,45889.0,0,Single,0,0.9999999982795291
479,56628.0,0,Single,0,0.9999999780364706
18,34026.0,1,Partner,1,0.9999994256800356
91,40049.0,0,Partner,0,0.9999999944143596
5,34176.0,1,Single,1,0.9999997021863417
2,19419.0,1,Partner,1,0.9999992722805705
362,82504.0,0,Partner,0,0.9999997179074434
724,81205.0,0,Partner,0,0.999999428463651
605,61618.0,0,Single,0,0.9999999547387289
547,55284.0,0,Single,0,0.9999999667943987
104,49980.0,0,Single,0,0.9999999972030036
8,15072.0,2,Partner,2,1.0
224,49166.0,0,Single,0,0.9999999949843783
384,65324.0,0,Partner,0,0.9999999439698433
556,82347.0,0,Partner,0,0.9999996114997147
24,30843.0,1,Partner,1,0.9999994647395447
408,46374.0,0,Partner,0,0.999999952053858
265,60474.0,0,Single,0,0.9999999910736612
34,38576.0,0,Partner,0,0.9999999961752462
374,55357.0,2,Partner,2,1.0
27,37758.0,1,Partner,1,0.9999993076076875
600,85710.0,0,Partner,0,0.999999387477428
13,23228.0,1,Partner,1,0.9999993894493658
167,44602.0,1,Partner,1,0.9999983608803675
0,7500.0,0,Partner,0,0.9999999799955515
46,38683.0,1,Partner,1,0.9999992872547132
88,49514.0,1,Single,1,0.9999991271807741
243,57906.0,0,Partner,0,0.9999999797884789
275,43456.0,0,Single,0,0.9999999930313592
6,19485.0,2,Single,2,1.0
121,53172.0,0,Partner,0,0.9999999909344499
4,30545.0,1,Partner,1,0.9999994795232632
1308,70123.0,0,Partner,0,0.9999799408790191
515,62450.0,0,Single,0,0.9999999714159142
4,21675.0,1,Partner,1,0.9999993712290879
48,42395.0,1,Single,1,0.9999995362751042
562,61346.0,1,Partner,1,0.9266306692853934
769,80812.0,0,Partner,0,0.9999993443951958
379,42835.0,1,Single,1,0.999778944572952
29,39922.0,1,Partner,1,0.999999187489118
387,86424.0,0,Single,0,0.9999998428041054
12,17117.0,1,Partner,1,0.9999990006262307
6,24762.0,1,Single,1,0.9999997027060397
27,35797.0,0,Partner,0,0.9999999963100699
9,36627.0,2,Single,2,1.0
22,51111.0,1,Partner,1,0.9999958726311071
899,86857.0,0,Single,0,0.9999996256107363
889,82072.0,0,Partner,0,0.9999988621653298
189,46231.0,2,Single,2,1.0
48,42243.0,1,Partner,1,0.9999990653446493
230,51195.0,1,Partner,1,0.9999957788937288
852,68092.0,0,Single,0,0.999999817604859
35,31814.0,1,Partner,1,0.9999994447045865
205,51390.0,1,Single,1,0.9999983521705188
255,76630.0,0,Partner,0,0.9999998881525398
0,26868.0,1,Single,1,0.9999997287289085
437,48948.0,0,Single,0,0.9999999816926268
825,55260.0,0,Single,0,0.9999997626637291
316,64090.0,0,Partner,0,0.9999999606282292
756,78331.0,0,Single,0,0.9999998573672904
194,37087.0,1,Partner,1,0.9999971270249942
7,21846.0,1,Single,1,0.999999646808883
183,81320.0,0,Partner,0,0.9999997937900966
171,54137.0,0,Single,0,0.9999999955419483
243,66825.0,0,Partner,0,0.9999999625296716
181,57100.0,0,Partner,0,0.9999999853365669
151,58917.0,1,Partner,1,0.9999939728221376
494,85072.0,0,Single,0,0.9999998604525038
464,86429.0,0,Single,0,0.9999998377975936
5,45684.0,1,Single,1,0.9999990960473113
29,47889.0,1,Partner,1,0.9999978444290301
102,45921.0,0,Partner,0,0.9999999936630726
604,78420.0,0,Single,0,0.9999999117072601
571,75114.0,0,Partner,0,0.9999997829528984
953,52278.0,0,Single,0,0.9999991141869218
63,35641.0,1,Partner,1,0.9999993552204813
770,95529.0,0,Single,0,0.9999993456784342
398,62820.0,0,Partner,0,0.9999999476708843
741,73113.0,0,Partner,0,0.9999995961402418
1478,84169.0,0,Partner,0,0.9999657272561543
156,42607.0,0,Single,0,0.9999999967204527
960,74637.0,0,Single,0,0.999999673605191
38,46015.0,1,Partner,1,0.9999984860184948
315,72354.0,0,Single,0,0.9999999742438085
15,39858.0,1,Single,1,0.9999995806894679
19,34469.0,1,Partner,1,0.9999994154074642
812,83033.0,1,Partner,2,0.9998708705321112
73,24401.0,0,Partner,0,0.9999999917197009
372,77583.0,0,Partner,0,0.9999998450227774
871,74116.0,0,Single,0,0.9999997953648126
375,74293.0,0,Single,0,0.9999999646677888
760,68397.0,0,Partner,0,0.9999995950981833
471,79632.0,0,Partner,0,0.9999997594996644
31,46107.0,1,Single,1,0.9999992412367523
819,64950.0,0,Single,0,0.9999998441414611
1,25443.0,1,Partner,1,0.9999994745016134
203,75127.0,0,Single,0,0.9999999703557712
26,32892.0,1,Partner,1,0.9999994457006371
354,71796.0,0,Partner,0,0.9999999181201973
1253,67536.0,0,Partner,0,0.9999848925521394
371,55239.0,0,Single,0,0.999999987984511
588,60554.0,1,Single,1,0.8211601690016804
480,64831.0,1,Single,1,0.9988584872966297
517,56067.0,0,Partner,0,0.9999999118999469
267,82025.0,0,Single,0,0.9999999198415882
1111,94384.0,0,Partner,0,0.9999947043622532
7,14906.0,0,Single,0,0.9999999958894774
1166,51563.0,0,Partner,0,0.9999663279714063
261,57937.0,0,Partner,0,0.9999999779943691
135,68274.0,1,Single,1,0.9999781646464406
6,39771.0,1,Partner,1,0.9999990947681294
711,67893.0,0,Single,0,0.9999999160490578
11,27922.0,1,Partner,1,0.999999480409345
42,52190.0,1,Partner,1,0.9999960450423191
79,44051.0,1,Single,1,0.9999994870245691
20,42767.0,2,Single,2,1.0
30,46106.0,1,Partner,1,0.9999983665098374
20,16927.0,1,Partner,1,0.999998876985936
115,59754.0,0,Partner,0,0.9999999864785156
263,53700.0,0,Single,0,0.9999999932865862
69,59041.0,1,Partner,1,0.9999881296250153
267,54237.0,0,Single,0,0.9999999930537644
561,70647.0,0,Single,0,0.9999999530706802
492,52597.0,0,Single,0,0.9999999755851693
14,41021.0,1,Partner,1,0.9999990218972427
80,40233.0,0,Partner,0,0.999999994808892
97,50183.0,1,Partner,1,0.9999980678519368
197,54753.0,0,Partner,0,0.9999999859732078
693,92955.0,0,Partner,0,0.9999983100748382
43,33471.0,1,Partner,1,0.9999994202442182
14,34596.0,1,Partner,1,0.9999994078466349
186,44010.0,1,Partner,1,0.9999979658730915
434,84219.0,0,Partner,0,0.9999996116834752
59,40706.0,2,Partner,2,1.0
16,15716.0,1,Partner,1,0.9999987632260626
230,59052.0,0,Single,0,0.9999999927785019
829,80573.0,0,Partner,0,0.9999991786708493
318,83715.0,0,Partner,0,0.9999996784413583
1206,82576.0,0,Partner,0,0.9999941551842642
292,56962.0,2,Partner,2,1.0
30,35704.0,1,Partner,1,0.9999993871680383
729,53103.0,0,Partner,0,0.9999995488935771
12,46779.0,1,Single,1,0.999999008661905
2,4861.0,0,Single,0,0.999999986980606
22,33462.0,1,Single,1,0.9999997113618918
587,63693.0,0,Single,0,0.9999999580508918
674,80763.0,0,Partner,0,0.9999995323291603
284,65352.0,0,Partner,0,0.9999999619012055
1023,82170.0,0,Partner,0,0.999997874038597
1394,75759.0,0,Partner,0,0.9999720127356296
311,79689.0,0,Single,0,0.9999999407128506
27,35340.0,1,Single,1,0.9999996931724633
1296,85683.0,0,Single,0,0.9999980304784077
3,24884.0,1,Partner,1,0.999999461926703
393,42021.0,1,Partner,1,0.9993091812140965
218,64449.0,1,Single,1,0.999993027120133
66,64587.0,1,Single,1,0.9999784424810129
4,34824.0,0,Single,0,0.9999999986727222
795,75437.0,0,Partner,0,0.9999994323572986
15,26091.0,1,Partner,1,0.9999994526179764
384,52845.0,1,Partner,1,0.9998633273861031
244,46086.0,0,Single,0,0.9999999944556421
158,78028.0,0,Single,0,0.9999999568944711
1285,95169.0,0,Single,0,0.9999978618509818
349,56337.0,1,Partner,1,0.9999556251141495
4,22434.0,1,Partner,1,0.9999993984989214
223,36930.0,0,Partner,0,0.9999999843663422
157,36130.0,0,Single,0,0.9999999962916419
397,65569.0,0,Partner,0,0.9999999399939039
901,83844.0,0,Partner,0,0.999998693867035
14,19514.0,1,Partner,1,0.9999991959349046
10,36736.0,1,Single,1,0.99999966247605
1230,77568.0,0,Partner,0,0.9999925844701706
81,49187.0,0,Partner,0,0.9999999937585038
154,30168.0,1,Single,1,0.99999863883217
63,34053.0,0,Partner,0,0.999999995063888
30,38196.0,1,Partner,1,0.9999992917609845
90,59412.0,0,Partner,0,0.9999999879510924
635,70924.0,0,Partner,0,0.9999997757386566
127,54165.0,0,Partner,0,0.9999999901915846
13,32300.0,1,Partner,1,0.9999994575399157
18,20180.0,0,Single,0,0.9999999971360847
45,34961.0,1,Partner,1,0.9999993977122286
38,28440.0,1,Partner,1,0.9999994191074375
986,64504.0,1,Partner,2,0.9999999999994693
61,33564.0,0,Partner,0,0.9999999950803389
4,17345.0,1,Partner,1,0.9999991043740352
201,56320.0,0,Partner,0,0.9999999846121918
19,28647.0,1,Single,1,0.9999997183391264
4,15038.0,1,Single,1,0.9999993211133975
18,32173.0,0,Single,0,0.9999999984635402
806,68316.0,0,Partner,0,0.9999994680939317
380,74538.0,0,Partner,0,0.9999998857607822
576,91700.0,0,Single,0,0.9999996479410773
458,68695.0,0,Partner,0,0.9999999072359714
5,31056.0,1,Partner,1,0.9999994738997432
350,79593.0,0,Partner,0,0.999999810624111
39,28071.0,0,Single,0,0.999999997910078
26,37334.0,1,Partner,1,0.9999993251477001
68,46423.0,1,Single,1,0.999999350931506
45,37126.0,1,Partner,1,0.9999993455876385
359,47703.0,0,Partner,0,0.9999999672161609
403,61180.0,0,Partner,0,0.9999999499172118
34,38998.0,1,Partner,1,0.9999992573422198
73,8028.0,0,Single,0,0.9999999811346412
292,76081.0,0,Partner,0,0.9999998887816561
14,34728.0,1,Partner,1,0.9999994039790767
80,33168.0,0,Single,0,0.9999999976685965
30,33585.0,0,Partner,0,0.9999999961042398
463,77037.0,0,Partner,0,0.9999998185625114
75,35196.0,1,Partner,1,0.9999993221489488
538,44529.0,0,Partner,0,0.9999998537586947
635,70924.0,0,Partner,0,0.9999997757386566
8,28764.0,1,Partner,1,0.9999994863613737
1315,69098.0,0,Partner,0,0.9999769156786431
4,25959.0,1,Single,1,0.9999997183231534
12,27100.0,1,Partner,1,0.999999472563618
347,70596.0,0,Single,0,0.9999999763747155
192,42557.0,0,Partner,0,0.9999999890641398
241,53312.0,0,Partner,0,0.9999999833604837
631,72228.0,0,Single,0,0.9999999336777106
336,67605.0,0,Partner,0,0.9999999456417396
1099,62845.0,1,Partner,2,1.0
743,65196.0,0,Partner,0,0.9999996388449398
124,42000.0,0,Single,0,0.9999999972986302
15,35860.0,1,Single,1,0.9999996829367218
397,65526.0,0,Partner,0,0.9999999401416773
10,16860.0,1,Partner,1,0.9999989948421983
530,83528.0,0,Single,0,0.9999998781978293
1215,64176.0,0,Single,0,0.9999969384167018
3,22304.0,0,Single,0,0.9999999978485246
444,67023.0,0,Partner,0,0.9999999205800605
26,32892.0,1,Partner,1,0.9999994457006371
736,70713.0,0,Partner,0,0.9999996319124522
473,59925.0,0,Partner,0,0.9999999301714471
32,39722.0,0,Partner,0,0.9999999962083166
288,46610.0,0,Partner,0,0.999999979609653
1050,88347.0,0,Partner,0,0.9999969927880583
1001,87171.0,0,Partner,0,0.9999976769884639
9,26907.0,1,Partner,1,0.9999994763531163
234,50014.0,1,Single,1,0.9999976801680713
7,41014.0,1,Partner,1,0.9999989727697098
251,66294.0,0,Single,0,0.99999998726069
172,36715.0,1,Partner,1,0.9999980353903418
565,79456.0,0,Partner,0,0.9999996991813473
5,40479.0,1,Partner,1,0.9999990174414211
918,75345.0,0,Single,0,0.9999997369557514
652,54233.0,0,Partner,0,0.9999997652806796
4,24163.0,1,Single,1,0.9999996979919116
152,84460.0,0,Partner,0,0.9999996478071925
8,43776.0,1,Partner,1,0.9999985614390097
336,71691.0,0,Single,0,0.9999999746618847
938,85844.0,0,Partner,0,0.9999983148694783
68,39190.0,1,Single,1,0.99999962213572
227,71367.0,0,Partner,0,0.9999999435610734
38,38578.0,1,Single,1,0.9999996425637273
105,57236.0,1,Partner,1,0.999994374909037
162,61825.0,0,Single,0,0.9999999931122101
574,79803.0,0,Single,0,0.9999999083998279
160,80910.0,0,Single,0,0.9999999326139748
6,27590.0,1,Partner,1,0.9999994858191003
614,56775.0,0,Partner,0,0.9999998327423645
897,83829.0,0,Single,0,0.9999996874207113
70,54210.0,0,Partner,0,0.9999999923408982
120,38508.0,1,Partner,1,0.9999990412328184
211,53187.0,1,Partner,1,0.9999962314409467
11,30023.0,1,Partner,1,0.9999994809033976
760,76045.0,0,Single,0,0.9999998694596034
53,50870.0,0,Partner,0,0.9999999941284887
7,15315.0,0,Partner,0,0.9999999909442181
391,65463.0,1,Partner,1,0.9998559269692447
199,66480.0,1,Partner,1,0.9999785529921513
516,76773.0,0,Single,0,0.9999999386490296
709,81698.0,0,Single,0,0.9999998489747054
12,54466.0,1,Single,1,0.9999957623837387
1000,98777.0,0,Single,0,0.9999987534802599
19,16269.0,1,Single,1,0.9999992956255739
1224,71819.0,0,Partner,0,0.9999910100841937
16,33569.0,1,Partner,1,0.9999994349862111
88,36262.0,0,Partner,0,0.9999999943213354
2,22634.0,0,Partner,0,0.9999999951500493
508,47025.0,0,Partner,0,0.9999998988732306
381,70566.0,0,Single,0,0.9999999741819326
74,31605.0,1,Partner,1,0.9999993064188579
146,52034.0,1,Single,1,0.9999988460077948
23,48526.0,1,Single,1,0.9999988359769485
110,46734.0,0,Partner,0,0.9999999932420724
165,39552.0,1,Single,1,0.9999991240340229
957,86358.0,1,Single,2,0.9999999917627127
41,46931.0,2,Partner,2,1.0
1,16581.0,0,Single,0,0.9999999966917148
176,63998.0,0,Single,0,0.999999991438786
815,67381.0,0,Partner,0,0.9999994368614655
6,25930.0,1,Single,1,0.999999715519905
8,42693.0,1,Partner,1,0.9999987535084754
717,85606.0,0,Partner,0,0.9999992020978009
1067,72903.0,0,Single,0,0.9999993759609931
166,49669.0,1,Partner,1,0.9999979348186221
29,36778.0,1,Partner,1,0.9999993513374655
714,85696.0,0,Single,0,0.9999997883167355
8,10979.0,0,Single,0,0.999999993668748
229,49678.0,0,Partner,0,0.9999999857202155
320,56129.0,0,Partner,0,0.9999999724038847
23,37155.0,1,Partner,1,0.999999328065993
1,21282.0,1,Single,1,0.9999996490236546
56,33419.0,0,Single,0,0.9999999980528518
508,63285.0,0,Single,0,0.9999999717893204
29,21255.0,1,Partner,1,0.9999991968047112
46,42162.0,1,Partner,1,0.999999066216369
454,54450.0,1,Partner,1,0.9985266656473908
350,57744.0,0,Partner,0,0.9999999660390918
10,26576.0,1,Single,1,0.9999997159191037
735,57513.0,0,Single,0,0.9999998908244156
897,68142.0,0,Partner,0,0.9999990506749507
5,7500.0,0,Partner,0,0.9999999788004088
777,83145.0,0,Partner,0,0.9999992131701689
162,54197.0,0,Partner,0,0.9999999884398019
35,23091.0,1,Single,1,0.9999995839383096
342,46049.0,1,Partner,1,0.9999378553666431
258,56715.0,0,Partner,0,0.9999999794604835
658,79410.0,0,Partner,0,0.9999995995474473
356,57304.0,0,Partner,0,0.9999999654043178
213,44375.0,0,Partner,0,0.999999987526266
454,54450.0,1,Partner,1,0.9985266656473908
457,59594.0,0,Partner,0,0.9999999365505412
241,80685.0,0,Partner,0,0.9999998068110489
210,40344.0,0,Partner,0,0.9999999871782741
441,62710.0,0,Partner,0,0.9999999359881857
19,48985.0,0,Partner,0,0.9999999954504553
28,35322.0,1,Partner,1,0.9999993971282765
476,77142.0,0,Partner,0,0.9999998102063172
364,81657.0,0,Single,0,0.9999999198094877
0,14421.0,0,Partner,0,0.9999999908223156
0,20130.0,0,Partner,0,0.999999994359893
863,74214.0,0,Partner,0,0.9999992203543651
349,66726.0,1,Partner,1,0.9999328280737698
5,23724.0,1,Partner,1,0.9999994323784888
184,47353.0,0,Partner,0,0.9999999894573257
8,33444.0,1,Partner,1,0.9999994324255
277,54386.0,0,Partner,0,0.9999999791650309
44,28510.0,1,Single,1,0.9999996722934559
1156,90638.0,0,Single,0,0.9999988989464677
373,48070.0,0,Partner,0,0.9999999640427333
134,43140.0,0,Partner,0,0.999999992567906
1148,54959.0,0,Single,0,0.9999957967271786
6,15056.0,1,Single,1,0.9999993051544054
4,26954.0,1,Single,1,0.9999997255265715
5,22327.0,1,Single,1,0.9999996632323692
24,44393.0,1,Partner,1,0.9999986413292519
899,62000.0,0,Single,0,0.9999997085352
108,31497.0,0,Partner,0,0.9999999923555141
27,45894.0,0,Partner,0,0.9999999958296524
816,78579.0,0,Single,0,0.9999998189326704
1298,67369.0,0,Single,0,0.999995268533168
10,58401.0,0,Single,0,0.9999999966369195
87,62307.0,0,Single,0,0.9999999941518221
57,43641.0,1,Partner,1,0.9999989614521738
635,63841.0,0,Single,0,0.9999999459874523
43,46891.0,0,Partner,0,0.9999999952990066
964,70091.0,1,Partner,2,0.9999999999613891
572,78075.0,0,Partner,0,0.9999997272132805
341,59184.0,0,Single,0,0.9999999884936646
63,54809.0,1,Partner,1,0.9999948272808802
221,58113.0,0,Partner,0,0.9999999814996274
140,51412.0,0,Partner,0,0.9999999908004646
